Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Baltimore/Washington,Weekly,"2022-03-20 00:00:00",Organic,1.772550392,57950.64,357.94,3901.02,2.30,47471.28,,,,6218.11
Baltimore/Washington,Weekly,"2022-03-13 00:00:00",Organic,1.888207278,52626.03,418.72,3775.00,8.06,43098.01,,,,5326.24
Baltimore/Washington,Weekly,"2022-03-06 00:00:00",Organic,1.752431209,47829.20,418.78,3271.13,5.76,38444.18,,,,5689.35
Baltimore/Washington,Weekly,"2022-02-27 00:00:00",Organic,1.772489538,49800.38,411.08,3001.59,8.02,41176.33,,,,5203.36
Birmingham/Montgomery,Weekly,"2022-03-20 00:00:00",Organic,1.714499119,11919.96,37.14,198.82,0.00,10815.42,,,,868.58
Birmingham/Montgomery,Weekly,"2022-03-13 00:00:00",Organic,1.786326433,12049.87,20.23,198.90,0.00,10377.37,,,,1453.37
Birmingham/Montgomery,Weekly,"2022-03-06 00:00:00",Organic,1.777630505,9417.31,21.16,290.63,0.00,6678.67,,,,2426.85
Birmingham/Montgomery,Weekly,"2022-02-27 00:00:00",Organic,1.488265947,14945.09,46.30,174.34,0.00,11366.94,,,,3357.50
Boise,Weekly,"2022-03-20 00:00:00",Organic,2.594109855,5235.74,0.94,453.04,0.00,1271.63,,,,3510.12
Boise,Weekly,"2022-03-13 00:00:00",Organic,2.550474506,5217.17,7.68,643.26,0.00,1473.75,,,,3092.48
Boise,Weekly,"2022-03-06 00:00:00",Organic,2.172940232,6065.47,0.00,581.13,0.00,2951.76,,,,2532.58
Boise,Weekly,"2022-02-27 00:00:00",Organic,2.163497874,6583.11,2.41,723.51,0.00,3269.98,,,,2587.21
Boston,Weekly,"2022-03-20 00:00:00",Organic,1.889302398,32151.93,165.30,1422.41,0.00,29801.27,,,,762.94
Boston,Weekly,"2022-03-13 00:00:00",Organic,1.828628161,34852.61,112.09,1176.34,0.00,32697.18,,,,867.00
Boston,Weekly,"2022-03-06 00:00:00",Organic,1.933421309,26405.33,119.05,1326.83,0.00,24173.60,,,,785.86
Boston,Weekly,"2022-02-27 00:00:00",Organic,1.951092054,27486.01,123.55,1351.30,0.00,25277.06,,,,734.10
Buffalo/Rochester,Weekly,"2022-03-20 00:00:00",Organic,1.773361691,11955.09,752.30,90.01,0.00,11112.77,,,,0.00
Buffalo/Rochester,Weekly,"2022-03-13 00:00:00",Organic,1.625028718,11858.73,499.59,86.41,0.00,11272.72,,,,0.00
Buffalo/Rochester,Weekly,"2022-03-06 00:00:00",Organic,1.705477809,6168.94,759.48,112.60,0.00,5296.86,,,,0.00
Buffalo/Rochester,Weekly,"2022-02-27 00:00:00",Organic,1.615271357,9028.03,914.91,99.04,0.00,8014.07,,,,0.00
Charlotte,Weekly,"2022-03-20 00:00:00",Organic,1.732205365,23692.70,118.50,3460.64,24.69,18599.81,,,,1489.06
Charlotte,Weekly,"2022-03-13 00:00:00",Organic,1.766688454,21258.50,117.09,2759.78,44.18,17096.75,,,,1240.70
Charlotte,Weekly,"2022-03-06 00:00:00",Organic,1.763423219,17190.31,76.99,2726.74,27.72,9811.43,,,,4547.44
Charlotte,Weekly,"2022-02-27 00:00:00",Organic,1.720785428,21376.88,88.85,2571.82,21.57,14169.94,,,,4524.69
Chicago,Weekly,"2022-03-20 00:00:00",Organic,1.948396719,42652.47,269.01,3165.88,0.00,16450.76,,,,22766.82
Chicago,Weekly,"2022-03-13 00:00:00",Organic,1.875216774,45620.02,359.29,3184.00,0.00,20542.97,,,,21533.76
Chicago,Weekly,"2022-03-06 00:00:00",Organic,1.781114908,33426.75,294.18,2668.53,0.00,15791.74,,,,14672.29
Chicago,Weekly,"2022-02-27 00:00:00",Organic,1.800492876,35962.89,377.17,3019.56,0.00,18104.17,,,,14461.99
Cincinnati/Dayton,Weekly,"2022-03-20 00:00:00",Organic,2.138582927,12684.32,31.64,2045.28,0.00,2301.37,,,,8306.03
Cincinnati/Dayton,Weekly,"2022-03-13 00:00:00",Organic,2.147168040,13863.46,75.62,1875.77,0.00,2984.57,,,,8927.49
Cincinnati/Dayton,Weekly,"2022-03-06 00:00:00",Organic,2.113638240,14576.96,48.48,2146.98,0.00,2913.95,,,,9467.55
Cincinnati/Dayton,Weekly,"2022-02-27 00:00:00",Organic,2.199276765,10737.30,51.65,1960.70,0.00,1529.49,,,,7195.45
Columbus,Weekly,"2022-03-20 00:00:00",Organic,1.918192709,8108.29,262.76,741.91,0.00,3158.46,,,,3945.16
Columbus,Weekly,"2022-03-13 00:00:00",Organic,1.978112051,9153.62,288.43,701.50,0.00,3473.52,,,,4690.17
Columbus,Weekly,"2022-03-06 00:00:00",Organic,1.887704810,8791.80,271.81,725.85,0.00,3651.99,,,,4142.14
Columbus,Weekly,"2022-02-27 00:00:00",Organic,1.918957699,7807.37,312.14,837.52,0.00,2165.12,,,,4492.58
"Dallas/Ft. Worth",Weekly,"2022-03-20 00:00:00",Organic,1.672070668,40690.66,3606.42,282.48,0.00,25915.30,,,,10886.45
"Dallas/Ft. Worth",Weekly,"2022-03-13 00:00:00",Organic,1.677795167,39819.93,2906.65,227.46,0.00,28025.70,,,,8660.13
"Dallas/Ft. Worth",Weekly,"2022-03-06 00:00:00",Organic,1.659314909,40560.38,3180.98,220.49,0.00,28457.88,,,,8701.02
"Dallas/Ft. Worth",Weekly,"2022-02-27 00:00:00",Organic,1.636936219,42557.71,3627.26,194.67,0.00,31077.38,,,,7658.40
Denver,Weekly,"2022-03-20 00:00:00",Organic,1.919212517,30173.57,2753.21,372.92,0.00,7848.98,,,,19198.46
Denver,Weekly,"2022-03-13 00:00:00",Organic,1.877660713,29918.66,3051.80,310.34,0.00,7145.40,,,,19411.12
Denver,Weekly,"2022-03-06 00:00:00",Organic,1.746215102,36892.14,3736.49,411.58,0.00,9237.67,,,,23506.40
Denver,Weekly,"2022-02-27 00:00:00",Organic,1.833704389,37052.31,4176.46,386.35,0.00,9898.03,,,,22591.46
Detroit,Weekly,"2022-03-20 00:00:00",Organic,1.606829586,19171.05,224.87,1471.23,0.00,12528.84,,,,4946.11
Detroit,Weekly,"2022-03-13 00:00:00",Organic,1.633129638,21861.85,246.07,1830.65,0.00,14915.69,,,,4869.45
Detroit,Weekly,"2022-03-06 00:00:00",Organic,1.695019650,18677.35,122.92,1224.44,0.00,12499.67,,,,4830.32
Detroit,Weekly,"2022-02-27 00:00:00",Organic,1.656323623,14995.78,190.75,1337.60,0.00,9416.08,,,,4051.35
"Grand Rapids",Weekly,"2022-03-20 00:00:00",Organic,1.587318339,9144.00,0.00,1151.87,0.00,7992.13,,,,0.00
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Organic,1.519676536,11457.62,3.78,1157.50,0.00,10296.34,,,,0.00
"Grand Rapids",Weekly,"2022-03-06 00:00:00",Organic,1.235134224,10536.73,7.68,642.68,0.00,9886.37,,,,0.00
"Grand Rapids",Weekly,"2022-02-27 00:00:00",Organic,1.277745337,11400.40,31.39,1256.74,0.00,10112.27,,,,0.00
Harrisburg/Scranton,Weekly,"2022-03-20 00:00:00",Organic,1.772740033,16985.21,769.35,566.26,0.00,15648.13,,,,1.47
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Organic,1.723961701,16939.68,346.21,461.01,0.00,16131.17,,,,1.29
Harrisburg/Scranton,Weekly,"2022-03-06 00:00:00",Organic,1.697060040,12480.19,238.87,451.03,0.00,11790.29,,,,0.00
Harrisburg/Scranton,Weekly,"2022-02-27 00:00:00",Organic,1.756146834,12712.31,198.74,452.00,0.00,12042.77,,,,18.80
Hartford/Springfield,Weekly,"2022-03-20 00:00:00",Organic,2.092134420,16176.69,430.96,4360.69,0.00,11380.66,,,,4.37
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.925991908,16999.95,705.65,2962.92,0.00,13331.38,,,,0.00
Hartford/Springfield,Weekly,"2022-03-06 00:00:00",Organic,2.133795873,13312.45,304.34,3990.01,0.00,9015.17,,,,2.93
Hartford/Springfield,Weekly,"2022-02-27 00:00:00",Organic,2.054686965,13833.92,529.81,3731.16,0.00,9507.83,,,,65.11
Houston,Weekly,"2022-03-20 00:00:00",Organic,1.466783968,21877.05,3556.93,35.12,0.00,12240.77,,,,6044.23
Houston,Weekly,"2022-03-13 00:00:00",Organic,1.576094430,17793.77,2526.64,25.72,0.00,11354.57,,,,3886.84
Houston,Weekly,"2022-03-06 00:00:00",Organic,1.581300595,23588.08,3029.59,32.78,0.00,14998.59,,,,5527.11
Houston,Weekly,"2022-02-27 00:00:00",Organic,1.506575603,20884.92,2699.80,11.61,0.00,14516.51,,,,3657.00
Indianapolis,Weekly,"2022-03-20 00:00:00",Organic,1.978351582,8040.18,142.87,646.44,0.00,4255.76,,,,2995.12
Indianapolis,Weekly,"2022-03-13 00:00:00",Organic,1.932144635,9269.65,109.21,760.79,0.00,4886.31,,,,3513.34
Indianapolis,Weekly,"2022-03-06 00:00:00",Organic,2.003462343,7070.51,123.44,656.38,0.00,3017.70,,,,3272.99
Indianapolis,Weekly,"2022-02-27 00:00:00",Organic,1.918514124,7439.95,197.61,610.48,0.00,3815.42,,,,2816.45
Jacksonville,Weekly,"2022-03-20 00:00:00",Organic,1.268874559,30957.11,51.70,199.43,0.00,30543.44,,,,162.55
Jacksonville,Weekly,"2022-03-13 00:00:00",Organic,1.294766578,28705.16,20.67,197.39,0.00,27762.85,,,,724.25
Jacksonville,Weekly,"2022-03-06 00:00:00",Organic,1.305565513,24570.42,31.00,189.11,0.00,19844.66,,,,4505.64
Jacksonville,Weekly,"2022-02-27 00:00:00",Organic,1.147852022,29091.75,31.06,125.26,0.00,21093.23,,,,7842.21
"Las Vegas",Weekly,"2022-03-20 00:00:00",Organic,1.980742756,11649.75,1503.56,259.65,0.00,3578.27,,,,6308.27
"Las Vegas",Weekly,"2022-03-13 00:00:00",Organic,1.859767861,11941.36,856.48,256.26,0.00,3992.36,,,,6836.26
"Las Vegas",Weekly,"2022-03-06 00:00:00",Organic,1.647950133,12532.10,755.95,277.80,0.00,5228.87,,,,6269.49
"Las Vegas",Weekly,"2022-02-27 00:00:00",Organic,1.591434475,16621.38,987.50,220.83,0.00,6683.12,,,,8729.93
"Los Angeles",Weekly,"2022-03-20 00:00:00",Organic,1.924970512,109051.12,6354.56,1672.43,0.00,34617.71,,,,66406.41
"Los Angeles",Weekly,"2022-03-13 00:00:00",Organic,1.839401471,122236.66,5455.69,1812.80,0.00,46963.51,,,,68004.67
"Los Angeles",Weekly,"2022-03-06 00:00:00",Organic,1.753928271,135147.50,6335.85,1922.47,0.00,54186.20,,,,72702.98
"Los Angeles",Weekly,"2022-02-27 00:00:00",Organic,1.801741365,126125.35,5440.11,1601.14,0.00,48899.68,,,,70184.42
Louisville,Weekly,"2022-03-20 00:00:00",Organic,2.123395400,5367.66,1.05,662.49,0.00,1042.85,,,,3661.26
Louisville,Weekly,"2022-03-13 00:00:00",Organic,1.997520284,5202.31,1.05,595.06,0.00,1384.82,,,,3221.37
Louisville,Weekly,"2022-03-06 00:00:00",Organic,2.057290489,4627.36,0.94,572.69,0.00,1240.01,,,,2813.72
Louisville,Weekly,"2022-02-27 00:00:00",Organic,2.024229352,5678.75,0.00,637.67,0.00,1742.47,,,,3298.61
"Miami/Ft. Lauderdale",Weekly,"2022-03-20 00:00:00",Organic,1.196889551,136661.14,121.52,5.67,0.00,113475.53,,,,23058.42
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Organic,1.177228199,143479.71,144.07,1.15,0.00,118890.94,,,,24443.55
"Miami/Ft. Lauderdale",Weekly,"2022-03-06 00:00:00",Organic,1.241725530,119292.09,185.99,0.00,0.00,91766.69,,,,27339.42
"Miami/Ft. Lauderdale",Weekly,"2022-02-27 00:00:00",Organic,1.113251967,145565.73,134.85,1.13,0.00,120147.65,,,,25282.11
Nashville,Weekly,"2022-03-20 00:00:00",Organic,1.955521493,14890.54,22.93,1130.43,0.00,8770.52,,,,4966.66
Nashville,Weekly,"2022-03-13 00:00:00",Organic,1.914403649,15511.55,13.50,1255.96,0.00,8277.87,,,,5964.22
Nashville,Weekly,"2022-03-06 00:00:00",Organic,1.956346535,13039.00,25.95,824.35,0.00,6943.96,,,,5244.74
Nashville,Weekly,"2022-02-27 00:00:00",Organic,1.960277458,13703.47,42.92,1102.38,0.00,7215.86,,,,5342.31
"Northern New England",Weekly,"2022-03-20 00:00:00",Organic,2.003793866,15621.53,142.53,256.45,0.00,13524.96,,,,1697.59
"Northern New England",Weekly,"2022-03-13 00:00:00",Organic,1.929478291,18019.30,162.71,296.79,1.34,15912.58,,,,1645.89
"Northern New England",Weekly,"2022-03-06 00:00:00",Organic,1.956706292,14869.53,123.62,476.23,0.00,12946.29,,,,1323.39
"Northern New England",Weekly,"2022-02-27 00:00:00",Organic,2.037105439,15058.02,180.16,539.75,0.00,12381.53,,,,1956.58
"New Orleans/Mobile",Weekly,"2022-03-20 00:00:00",Organic,1.402128058,12457.82,44.01,0.00,0.00,12193.60,,,,220.21
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Organic,1.258707831,15953.36,111.84,34.88,0.00,15261.27,,,,545.37
"New Orleans/Mobile",Weekly,"2022-03-06 00:00:00",Organic,1.232999697,10874.71,15.83,18.58,0.00,10047.28,,,,793.02
"New Orleans/Mobile",Weekly,"2022-02-27 00:00:00",Organic,1.152770540,11262.67,128.63,9.38,0.00,10106.47,,,,1018.19
"New York",Weekly,"2022-03-20 00:00:00",Organic,1.926422823,98948.44,6526.46,1606.76,0.00,82659.40,,,,8155.82
"New York",Weekly,"2022-03-13 00:00:00",Organic,1.900213408,102147.10,8841.77,1597.90,0.00,83220.74,,,,8486.69
"New York",Weekly,"2022-03-06 00:00:00",Organic,1.815371284,92151.62,5534.39,1473.34,7.77,77837.60,,,,7298.52
"New York",Weekly,"2022-02-27 00:00:00",Organic,1.859024052,88142.44,7378.93,1489.86,3.13,70645.72,,,,8624.80
Orlando,Weekly,"2022-03-20 00:00:00",Organic,1.190032212,96332.90,114.32,0.00,0.00,81397.23,,,,14821.35
Orlando,Weekly,"2022-03-13 00:00:00",Organic,1.162160656,89280.99,114.76,0.00,0.00,75043.81,,,,14122.43
Orlando,Weekly,"2022-03-06 00:00:00",Organic,1.146782895,88818.69,130.45,0.00,0.00,75158.33,,,,13529.91
Orlando,Weekly,"2022-02-27 00:00:00",Organic,1.182189628,104511.21,847.95,0.00,0.00,82779.64,,,,20883.62
Peoria/Springfield,Weekly,"2022-03-20 00:00:00",Organic,1.945892051,3975.46,4.72,475.92,0.00,2611.37,,,,883.45
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.817667188,3791.05,0.00,413.95,0.00,2633.69,,,,743.41
Peoria/Springfield,Weekly,"2022-03-06 00:00:00",Organic,1.717320404,3976.27,6.69,347.38,0.00,2910.73,,,,711.46
Peoria/Springfield,Weekly,"2022-02-27 00:00:00",Organic,1.657718897,4294.84,13.44,330.44,0.00,3372.04,,,,578.92
Philadelphia,Weekly,"2022-03-20 00:00:00",Organic,1.930700761,27043.17,1575.60,1168.50,0.00,21639.91,,,,2659.16
Philadelphia,Weekly,"2022-03-13 00:00:00",Organic,1.908728789,27037.64,1244.90,1052.68,0.00,22237.07,,,,2502.99
Philadelphia,Weekly,"2022-03-06 00:00:00",Organic,1.871519509,23715.20,962.85,935.31,0.00,19425.47,,,,2391.57
Philadelphia,Weekly,"2022-02-27 00:00:00",Organic,1.861700909,24851.03,1044.59,951.81,0.00,20273.46,,,,2581.17
Phoenix/Tucson,Weekly,"2022-03-20 00:00:00",Organic,1.660475974,27544.09,2897.96,862.37,0.00,11350.11,,,,12433.65
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Organic,1.765349098,25022.11,2028.68,695.47,0.00,11743.86,,,,10554.11
Phoenix/Tucson,Weekly,"2022-03-06 00:00:00",Organic,1.665426923,28050.47,1667.43,829.09,0.00,15544.99,,,,10008.96
Phoenix/Tucson,Weekly,"2022-02-27 00:00:00",Organic,1.661830540,27989.15,2049.59,766.20,0.00,15387.36,,,,9786.01
Pittsburgh,Weekly,"2022-03-20 00:00:00",Organic,1.821588064,7772.44,671.37,2.76,0.00,6139.60,,,,958.71
Pittsburgh,Weekly,"2022-03-13 00:00:00",Organic,1.770899921,9215.12,755.30,0.00,0.00,7450.60,,,,1009.23
Pittsburgh,Weekly,"2022-03-06 00:00:00",Organic,1.568378385,6939.62,683.10,2.73,0.00,5656.65,,,,597.14
Pittsburgh,Weekly,"2022-02-27 00:00:00",Organic,1.624857092,7823.69,752.34,6.86,0.00,6270.06,,,,794.43
Portland,Weekly,"2022-03-20 00:00:00",Organic,2.717411036,31518.10,10.80,3804.41,0.00,3860.72,,,,23842.17
Portland,Weekly,"2022-03-13 00:00:00",Organic,2.807876946,32821.92,20.23,5038.74,0.00,2581.03,,,,25181.93
Portland,Weekly,"2022-03-06 00:00:00",Organic,2.500360693,28317.82,17.10,5344.15,0.00,3066.53,,,,19890.04
Portland,Weekly,"2022-02-27 00:00:00",Organic,2.446875172,31656.95,23.55,6093.91,0.00,4572.62,,,,20966.87
Providence,Weekly,"2022-03-20 00:00:00",Organic,1.978593317,4199.39,35.37,12.23,0.00,4151.79,,,,0.00
Providence,Weekly,"2022-03-13 00:00:00",Organic,1.866554131,4604.63,28.92,9.64,0.00,4566.07,,,,0.00
Providence,Weekly,"2022-03-06 00:00:00",Organic,1.991565698,3353.13,19.24,13.74,0.00,3320.15,,,,0.00
Providence,Weekly,"2022-02-27 00:00:00",Organic,2.027276909,3515.88,12.20,13.73,0.00,3489.96,,,,0.00
Raleigh/Greensboro,Weekly,"2022-03-20 00:00:00",Organic,1.655137332,31086.02,946.34,3679.37,78.15,24790.41,,,,1591.76
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Organic,1.684367319,32782.89,861.72,3151.07,99.68,27287.28,,,,1383.14
Raleigh/Greensboro,Weekly,"2022-03-06 00:00:00",Organic,1.679567723,22438.52,440.81,2764.13,48.23,14763.15,,,,4422.19
Raleigh/Greensboro,Weekly,"2022-02-27 00:00:00",Organic,1.639118078,24603.55,431.08,2727.79,66.51,15960.93,,,,5417.24
Richmond/Norfolk,Weekly,"2022-03-20 00:00:00",Organic,1.590824489,22268.94,4.19,1449.94,1.08,18123.10,,,,2690.64
Richmond/Norfolk,Weekly,"2022-03-13 00:00:00",Organic,1.704664077,17778.68,0.00,1151.22,0.00,14008.23,,,,2619.24
Richmond/Norfolk,Weekly,"2022-03-06 00:00:00",Organic,1.652612986,16061.42,2.03,1137.12,0.00,12868.35,,,,2053.92
Richmond/Norfolk,Weekly,"2022-02-27 00:00:00",Organic,1.634365551,18630.75,25.25,1085.71,0.00,15206.30,,,,2313.49
Roanoke,Weekly,"2022-03-20 00:00:00",Organic,1.827125715,7821.05,29.24,763.75,0.00,4928.53,,,,2099.53
Roanoke,Weekly,"2022-03-13 00:00:00",Organic,1.829121657,8163.35,36.05,747.82,0.00,5254.35,,,,2125.12
Roanoke,Weekly,"2022-03-06 00:00:00",Organic,1.853971752,7058.76,19.89,719.72,0.00,4000.86,,,,2318.28
Roanoke,Weekly,"2022-02-27 00:00:00",Organic,1.859754523,8270.11,48.79,797.80,0.00,4609.90,,,,2813.62
Sacramento,Weekly,"2022-03-20 00:00:00",Organic,1.931781942,24670.63,3069.09,3212.89,0.00,14910.01,,,,3478.65
Sacramento,Weekly,"2022-03-13 00:00:00",Organic,1.955894796,23556.40,2564.87,3402.49,1.24,13144.73,,,,4443.06
Sacramento,Weekly,"2022-03-06 00:00:00",Organic,1.753830268,30001.10,3316.88,4629.77,0.00,18714.15,,,,3340.30
Sacramento,Weekly,"2022-02-27 00:00:00",Organic,1.633239766,37053.30,3425.56,4390.84,0.00,24873.78,,,,4363.13
"San Diego",Weekly,"2022-03-20 00:00:00",Organic,2.049686016,23648.36,1643.97,656.45,0.00,8732.46,,,,12615.48
"San Diego",Weekly,"2022-03-13 00:00:00",Organic,2.026685068,25243.64,1058.95,622.58,0.00,8909.91,,,,14652.21
"San Diego",Weekly,"2022-03-06 00:00:00",Organic,2.014385321,24786.27,1033.12,592.88,0.00,8596.69,,,,14563.57
"San Diego",Weekly,"2022-02-27 00:00:00",Organic,2.008958509,24315.40,801.04,612.89,0.00,9400.98,,,,13500.49
"San Francisco",Weekly,"2022-03-20 00:00:00",Organic,2.065005688,74963.54,2955.75,4733.21,0.00,45740.07,,,,21534.51
"San Francisco",Weekly,"2022-03-13 00:00:00",Organic,2.131068596,72560.59,2790.79,4947.30,0.00,40020.22,,,,24802.28
"San Francisco",Weekly,"2022-03-06 00:00:00",Organic,2.055463761,72423.30,2888.99,6428.70,0.00,42689.29,,,,20416.32
"San Francisco",Weekly,"2022-02-27 00:00:00",Organic,2.001390540,77070.36,3143.31,5905.63,0.00,44245.58,,,,23775.84
Seattle,Weekly,"2022-03-20 00:00:00",Organic,2.442227637,58334.31,486.58,4913.12,0.00,7371.13,,,,45563.47
Seattle,Weekly,"2022-03-13 00:00:00",Organic,2.521066075,60048.87,511.69,5937.30,0.00,6445.95,,,,47153.93
Seattle,Weekly,"2022-03-06 00:00:00",Organic,2.632319864,47332.27,548.55,7114.21,6.80,6613.56,,,,33049.15
Seattle,Weekly,"2022-02-27 00:00:00",Organic,2.546636012,36799.86,429.42,5723.27,0.00,7829.19,,,,22817.97
"South Carolina",Weekly,"2022-03-20 00:00:00",Organic,1.546220609,38788.26,1459.29,2661.89,113.78,32508.69,,,,2044.61
"South Carolina",Weekly,"2022-03-13 00:00:00",Organic,1.646801465,37619.44,1288.11,2418.62,79.98,30738.19,,,,3094.54
"South Carolina",Weekly,"2022-03-06 00:00:00",Organic,1.618151577,32921.17,495.07,2239.80,40.52,23428.58,,,,6717.20
"South Carolina",Weekly,"2022-02-27 00:00:00",Organic,1.583357226,39071.40,1051.60,2019.59,66.29,29752.41,,,,6181.51
Spokane,Weekly,"2022-03-20 00:00:00",Organic,2.670760784,3698.79,68.20,505.41,0.00,999.73,,,,2125.45
Spokane,Weekly,"2022-03-13 00:00:00",Organic,2.767685266,3566.18,105.67,616.98,0.00,618.58,,,,2224.95
Spokane,Weekly,"2022-03-06 00:00:00",Organic,2.523749392,4254.56,119.94,684.87,0.00,789.47,,,,2660.28
Spokane,Weekly,"2022-02-27 00:00:00",Organic,2.350857460,3434.73,84.87,632.16,0.00,1159.59,,,,1558.11
"St. Louis",Weekly,"2022-03-20 00:00:00",Organic,1.944546514,9448.26,1322.63,986.91,0.00,4899.04,,,,2239.68
"St. Louis",Weekly,"2022-03-13 00:00:00",Organic,1.898341032,9626.49,1189.87,882.45,0.00,5165.21,,,,2388.96
"St. Louis",Weekly,"2022-03-06 00:00:00",Organic,1.727303146,8794.15,973.63,649.70,0.00,5430.86,,,,1739.95
"St. Louis",Weekly,"2022-02-27 00:00:00",Organic,1.806999722,8698.48,978.42,982.81,0.00,5090.01,,,,1647.24
Syracuse,Weekly,"2022-03-20 00:00:00",Organic,1.705607338,3906.87,208.98,105.67,0.00,3492.51,,,,99.71
Syracuse,Weekly,"2022-03-13 00:00:00",Organic,1.656005292,4220.28,123.05,46.96,0.00,3966.64,,,,83.63
Syracuse,Weekly,"2022-03-06 00:00:00",Organic,1.685662571,3001.00,199.09,299.81,0.00,2464.64,,,,37.46
Syracuse,Weekly,"2022-02-27 00:00:00",Organic,1.712802841,3504.85,267.83,291.95,0.00,2838.46,,,,106.60
Tampa,Weekly,"2022-03-20 00:00:00",Organic,1.116305996,95650.42,69.33,0.00,0.00,83800.75,,,,11780.33
Tampa,Weekly,"2022-03-13 00:00:00",Organic,1.131111046,94219.59,89.36,0.00,0.00,82116.20,,,,12014.03
Tampa,Weekly,"2022-03-06 00:00:00",Organic,1.123047726,81820.80,59.44,0.00,0.00,70747.69,,,,11013.67
Tampa,Weekly,"2022-02-27 00:00:00",Organic,1.075802532,97514.63,414.77,0.00,0.00,85406.51,,,,11693.35
Toledo,Weekly,"2022-03-20 00:00:00",Organic,1.923570893,3604.69,14.28,403.70,0.00,1735.13,,,,1451.58
Toledo,Weekly,"2022-03-13 00:00:00",Organic,1.895023584,4595.34,15.21,332.04,0.00,2400.08,,,,1848.01
Toledo,Weekly,"2022-03-06 00:00:00",Organic,1.839528906,4156.22,51.03,470.68,0.00,1681.36,,,,1953.15
Toledo,Weekly,"2022-02-27 00:00:00",Organic,1.897060478,3788.43,40.02,477.68,0.00,1636.45,,,,1634.27
"West Tex/New Mexico",Weekly,"2022-03-20 00:00:00",Organic,1.225648473,41376.41,1395.83,361.41,0.00,30896.85,,,,8722.33
"West Tex/New Mexico",Weekly,"2022-03-13 00:00:00",Organic,1.227605615,34411.17,925.44,336.28,0.00,25800.37,,,,7349.08
