Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Roanoke,Weekly,"2022-01-23 00:00:00",Organic,1.817468860,8211.65,12.29,885.89,0.00,5133.48,,,,2180.00
Roanoke,Weekly,"2022-01-16 00:00:00",Organic,1.489325829,9543.30,35.91,1052.33,0.00,5795.10,,,,2659.96
Roanoke,Weekly,"2022-01-09 00:00:00",Organic,1.485851947,10907.07,7.80,1121.17,0.00,7077.96,,,,2700.14
Roanoke,Weekly,"2022-01-03 00:00:00",Organic,1.649366580,7669.99,25.75,911.61,0.00,4469.44,,,,2263.18
Sacramento,Weekly,"2022-01-23 00:00:00",Organic,1.769423900,26084.22,2846.76,3132.94,0.00,16433.39,,,,3671.13
Sacramento,Weekly,"2022-01-16 00:00:00",Organic,1.826444374,26285.92,3845.40,2955.08,0.00,15652.27,,,,3833.17
Sacramento,Weekly,"2022-01-09 00:00:00",Organic,1.908236088,21236.33,3010.38,3721.70,0.00,11605.29,,,,2898.96
Sacramento,Weekly,"2022-01-03 00:00:00",Organic,1.792839560,23539.99,2983.86,3323.65,0.00,13480.79,,,,3751.70
"San Diego",Weekly,"2022-01-23 00:00:00",Organic,1.939184873,29774.69,919.50,1017.78,1.42,11625.60,,,,16210.40
"San Diego",Weekly,"2022-01-16 00:00:00",Organic,1.854895516,38996.33,1066.89,988.96,0.00,10296.43,,,,26644.05
"San Diego",Weekly,"2022-01-09 00:00:00",Organic,2.029103947,25038.75,939.97,1065.07,1.42,9424.06,,,,13608.24
"San Diego",Weekly,"2022-01-03 00:00:00",Organic,1.883934041,30112.13,1093.17,996.76,0.00,13167.63,,,,14854.58
"San Francisco",Weekly,"2022-01-23 00:00:00",Organic,1.912481987,86852.66,3758.51,5009.80,0.00,55283.28,,,,22801.07
"San Francisco",Weekly,"2022-01-16 00:00:00",Organic,1.842427588,89317.84,4772.29,5038.45,0.00,47223.61,,,,32283.49
"San Francisco",Weekly,"2022-01-09 00:00:00",Organic,2.018043146,61541.28,3198.02,5517.23,2.70,37621.08,,,,15202.24
"San Francisco",Weekly,"2022-01-03 00:00:00",Organic,2.035539387,67499.73,3477.71,5568.79,0.00,37603.17,,,,20850.06
Seattle,Weekly,"2022-01-23 00:00:00",Organic,2.310861837,54248.37,1193.83,5522.31,0.00,8548.84,,,,38983.40
Seattle,Weekly,"2022-01-16 00:00:00",Organic,2.466021553,51802.22,1069.87,5514.30,1.13,9007.16,,,,36209.76
Seattle,Weekly,"2022-01-09 00:00:00",Organic,2.285786178,63540.25,977.02,6558.03,0.00,8710.93,,,,47294.27
Seattle,Weekly,"2022-01-03 00:00:00",Organic,2.224248194,58944.54,1135.10,5647.05,0.00,5793.90,,,,46368.49
"South Carolina",Weekly,"2022-01-23 00:00:00",Organic,1.450742888,33007.16,1115.36,2198.57,34.27,24859.41,,,,4799.55
"South Carolina",Weekly,"2022-01-16 00:00:00",Organic,1.537851393,33023.43,586.70,2216.31,21.05,24286.76,,,,5912.62
"South Carolina",Weekly,"2022-01-09 00:00:00",Organic,1.400773883,41307.85,865.32,2292.00,46.63,31820.77,,,,6283.11
"South Carolina",Weekly,"2022-01-03 00:00:00",Organic,1.589045575,32359.71,849.25,2216.63,10.29,22763.10,,,,6520.43
Spokane,Weekly,"2022-01-23 00:00:00",Organic,2.031799438,5035.16,200.22,638.63,0.00,1556.36,,,,2639.95
Spokane,Weekly,"2022-01-16 00:00:00",Organic,2.520445159,4563.72,156.83,577.35,0.00,1179.68,,,,2649.86
Spokane,Weekly,"2022-01-09 00:00:00",Organic,2.333946690,4643.50,206.58,643.85,0.00,1179.28,,,,2613.79
Spokane,Weekly,"2022-01-03 00:00:00",Organic,2.232103529,4471.43,121.64,561.32,0.00,961.93,,,,2826.54
"St. Louis",Weekly,"2022-01-23 00:00:00",Organic,2.014166402,9300.35,2015.63,779.21,1.20,4442.42,,,,2061.90
"St. Louis",Weekly,"2022-01-16 00:00:00",Organic,1.941460001,9283.75,1442.42,949.74,0.00,4666.43,,,,2225.17
"St. Louis",Weekly,"2022-01-09 00:00:00",Organic,1.519227407,11200.82,3871.15,959.79,0.00,4365.11,,,,2004.76
"St. Louis",Weekly,"2022-01-03 00:00:00",Organic,2.125779636,7940.18,1308.00,968.84,4.81,3643.76,,,,2014.76
Syracuse,Weekly,"2022-01-23 00:00:00",Organic,1.553944886,3960.22,266.17,79.13,0.00,3562.74,,,,52.18
Syracuse,Weekly,"2022-01-16 00:00:00",Organic,1.590519511,4705.04,193.17,94.26,0.00,4354.99,,,,62.62
Syracuse,Weekly,"2022-01-09 00:00:00",Organic,1.625936003,4865.85,263.56,98.88,0.00,4428.99,,,,74.42
Syracuse,Weekly,"2022-01-03 00:00:00",Organic,1.720239264,3746.72,239.28,222.17,0.00,3270.37,,,,14.90
Tampa,Weekly,"2022-01-23 00:00:00",Organic,0.972700817,88859.32,219.07,0.00,0.00,84508.32,,,,4131.93
Tampa,Weekly,"2022-01-16 00:00:00",Organic,0.975841575,93876.18,74.01,0.00,0.00,87683.76,,,,6118.42
Tampa,Weekly,"2022-01-09 00:00:00",Organic,0.898474064,90515.27,152.94,0.00,0.00,80387.95,,,,9974.38
Tampa,Weekly,"2022-01-03 00:00:00",Organic,0.904022385,74582.20,148.00,0.00,0.00,62742.22,,,,11691.98
Toledo,Weekly,"2022-01-23 00:00:00",Organic,1.601897707,4453.66,46.82,488.32,0.00,2423.84,,,,1494.68
Toledo,Weekly,"2022-01-16 00:00:00",Organic,1.452776486,4566.83,44.65,411.77,0.00,2611.90,,,,1498.52
Toledo,Weekly,"2022-01-09 00:00:00",Organic,1.557418293,4181.72,132.02,419.33,0.00,2264.69,,,,1365.68
Toledo,Weekly,"2022-01-03 00:00:00",Organic,1.500719231,4440.73,118.44,582.30,0.00,1582.04,,,,2157.96
"West Tex/New Mexico",Weekly,"2022-01-23 00:00:00",Organic,1.033230784,47069.23,735.26,404.31,0.00,37480.25,,,,8449.42
"West Tex/New Mexico",Weekly,"2022-01-16 00:00:00",Organic,1.073857250,47177.35,985.63,250.76,0.00,35941.72,,,,9999.24
"West Tex/New Mexico",Weekly,"2022-01-09 00:00:00",Organic,1.155773237,41913.90,895.01,370.24,0.00,30128.40,,,,10520.26
"West Tex/New Mexico",Weekly,"2022-01-03 00:00:00",Organic,1.096432546,31463.62,764.90,413.52,0.00,25196.23,,,,5088.96
Wichita,Weekly,"2022-01-23 00:00:00",Organic,1.534964535,2739.73,208.11,7.59,0.00,1352.40,,,,1171.63
Wichita,Weekly,"2022-01-16 00:00:00",Organic,1.744483096,3069.07,262.84,5.42,0.00,1125.34,,,,1675.48
Wichita,Weekly,"2022-01-09 00:00:00",Organic,1.600771955,3185.72,339.22,19.51,0.00,1118.25,,,,1708.74
Wichita,Weekly,"2022-01-03 00:00:00",Organic,1.547874419,3930.69,385.66,17.35,0.00,1017.45,,,,2510.23
California,Weekly,"2022-01-23 00:00:00",Organic,1.851263999,358253.77,19740.12,17882.60,5.86,171596.19,,,,149029.01
California,Weekly,"2022-01-16 00:00:00",Organic,1.806706635,415901.17,22005.90,17769.64,2.92,176412.09,,,,199710.62
California,Weekly,"2022-01-09 00:00:00",Organic,1.948208583,268115.92,16931.63,20140.95,14.51,122418.70,,,,108610.14
California,Weekly,"2022-01-03 00:00:00",Organic,1.871531299,316962.52,18555.53,19420.91,0.00,149152.24,,,,129833.83
"Great Lakes",Weekly,"2022-01-23 00:00:00",Organic,1.581405211,188249.43,3821.89,15789.08,1.20,99720.49,,,,68916.78
"Great Lakes",Weekly,"2022-01-16 00:00:00",Organic,1.455725911,199455.55,4388.66,16397.89,0.00,111742.58,,,,66926.42
"Great Lakes",Weekly,"2022-01-09 00:00:00",Organic,1.574685195,165225.36,4423.23,16118.76,0.00,86908.85,,,,57774.52
"Great Lakes",Weekly,"2022-01-03 00:00:00",Organic,1.602071652,161488.19,4936.59,15658.10,0.00,74936.01,,,,65957.49
Midsouth,Weekly,"2022-01-23 00:00:00",Organic,1.665594396,215227.92,2837.19,20663.12,82.30,153684.64,,,,37960.67
Midsouth,Weekly,"2022-01-16 00:00:00",Organic,1.608059137,230045.16,2251.47,22760.79,91.61,164002.08,,,,40939.22
Midsouth,Weekly,"2022-01-09 00:00:00",Organic,1.523334893,263868.48,2390.26,21975.36,76.01,202196.54,,,,37230.30
Midsouth,Weekly,"2022-01-03 00:00:00",Organic,1.673893831,215685.84,2059.23,19708.23,83.37,159774.43,,,,34060.57
Northeast,Weekly,"2022-01-23 00:00:00",Organic,1.739895930,294230.85,39179.82,14084.30,11.86,225328.55,,,,15626.32
Northeast,Weekly,"2022-01-16 00:00:00",Organic,1.754481015,300293.07,24638.83,13483.74,11.74,243989.67,,,,18169.09
Northeast,Weekly,"2022-01-09 00:00:00",Organic,1.679581473,356138.16,21719.41,15488.20,4.52,302604.37,,,,16321.67
Northeast,Weekly,"2022-01-03 00:00:00",Organic,1.777734784,227030.67,21099.01,14180.99,23.98,176733.39,,,,14993.30
Plains,Weekly,"2022-01-23 00:00:00",Organic,1.658772812,48018.66,9267.42,1991.68,50.50,31675.32,,,,5033.74
Plains,Weekly,"2022-01-16 00:00:00",Organic,1.740967804,51743.33,10444.77,2120.66,16.96,33231.20,,,,5929.74
Plains,Weekly,"2022-01-09 00:00:00",Organic,1.628020098,54779.24,13060.53,2001.80,83.69,33209.71,,,,6423.51
Plains,Weekly,"2022-01-03 00:00:00",Organic,1.624933650,49345.02,8251.30,2302.95,10.09,30773.68,,,,8006.99
"South Central",Weekly,"2022-01-23 00:00:00",Organic,1.456346957,179162.41,32552.47,4479.46,0.00,121713.34,,,,20417.14
"South Central",Weekly,"2022-01-16 00:00:00",Organic,1.456067818,155621.56,13710.88,2447.73,0.00,115288.22,,,,24174.73
"South Central",Weekly,"2022-01-09 00:00:00",Organic,1.432041651,156538.04,15256.41,2128.29,0.00,110600.98,,,,28552.37
"South Central",Weekly,"2022-01-03 00:00:00",Organic,1.441908141,141130.22,14637.41,2484.56,0.00,98411.88,,,,25596.36
Southeast,Weekly,"2022-01-23 00:00:00",Organic,1.099615818,530498.29,3810.14,7011.84,37.30,449892.20,,,,69746.82
Southeast,Weekly,"2022-01-16 00:00:00",Organic,1.109043051,540681.15,2187.80,8429.38,25.08,448122.64,,,,81916.26
Southeast,Weekly,"2022-01-09 00:00:00",Organic,1.065466257,571535.42,2023.68,7338.27,50.21,458597.13,,,,103526.11
Southeast,Weekly,"2022-01-03 00:00:00",Organic,1.099630888,507215.20,1810.40,6576.38,11.10,375870.58,,,,122946.75
West,Weekly,"2022-01-23 00:00:00",Organic,1.729660512,362915.65,18270.62,21219.14,32.32,132411.56,,,,190982.01
West,Weekly,"2022-01-16 00:00:00",Organic,1.923175730,311628.49,23701.56,20849.49,11.69,109983.35,,,,157082.39
West,Weekly,"2022-01-09 00:00:00",Organic,1.782967949,396879.69,22760.40,23865.07,187.53,106025.71,,,,244040.98
West,Weekly,"2022-01-03 00:00:00",Organic,1.803923195,368537.48,20580.38,21390.03,79.64,91372.47,,,,235114.95
"Total U.S.",Weekly,"2022-01-23 00:00:00",Organic,1.554277835,2176556.99,129479.65,103121.23,221.34,1386022.28,,,,557712.48
"Total U.S.",Weekly,"2022-01-16 00:00:00",Organic,1.566260346,2205369.47,103329.87,104259.32,159.99,1402771.83,,,,594848.46
"Total U.S.",Weekly,"2022-01-09 00:00:00",Organic,1.528190877,2233080.32,98565.57,109056.70,416.46,1422561.98,,,,602479.60
"Total U.S.",Weekly,"2022-01-03 00:00:00",Organic,1.571302246,1987395.13,91929.85,101722.16,208.19,1157024.68,,,,636510.25
Albany,Weekly,"2022-02-20 00:00:00",Conventional,1.137231780,124786.88,39415.74,57952.78,20.46,20673.87,,,,6724.03
Albany,Weekly,"2022-02-13 00:00:00",Conventional,1.099651081,184559.25,66652.49,88063.83,31.34,22407.40,,,,7404.19
Albany,Weekly,"2022-02-06 00:00:00",Conventional,1.160196033,124484.16,36600.96,58760.07,46.08,23214.94,,,,5862.11
Albany,Weekly,"2022-01-30 00:00:00",Conventional,1.077793221,155558.98,53539.26,70938.79,8.92,24446.12,,,,6625.89
Atlanta,Weekly,"2022-02-20 00:00:00",Conventional,1.154391594,806733.54,303599.60,15088.07,74.92,139450.73,,,,348520.24
Atlanta,Weekly,"2022-02-13 00:00:00",Conventional,1.095248867,937935.46,396623.21,19455.44,43.94,142796.66,,,,379016.21
Atlanta,Weekly,"2022-02-06 00:00:00",Conventional,1.245822963,789825.65,299528.60,23991.54,93.70,150083.57,,,,316128.23
Atlanta,Weekly,"2022-01-30 00:00:00",Conventional,1.263396709,773493.92,275379.19,24945.66,43.54,149434.50,,,,323691.04
Baltimore/Washington,Weekly,"2022-02-20 00:00:00",Conventional,1.324209109,1084762.92,317066.80,207863.68,2440.85,445220.80,,,,112170.78
Baltimore/Washington,Weekly,"2022-02-13 00:00:00",Conventional,1.487486793,1043741.97,289210.09,217184.95,3075.74,419587.65,,,,114683.54
Baltimore/Washington,Weekly,"2022-02-06 00:00:00",Conventional,1.421708960,963139.16,232916.46,193669.70,2905.79,438261.18,,,,95386.02
Baltimore/Washington,Weekly,"2022-01-30 00:00:00",Conventional,1.326597636,999931.68,269663.51,209503.87,3023.74,418752.27,,,,98988.29
Birmingham/Montgomery,Weekly,"2022-02-20 00:00:00",Conventional,1.198668550,328986.34,147258.93,5220.62,17.96,80170.83,,,,96318.00
Birmingham/Montgomery,Weekly,"2022-02-13 00:00:00",Conventional,1.111874417,387372.10,194345.42,6298.29,29.29,85787.42,,,,100911.66
Birmingham/Montgomery,Weekly,"2022-02-06 00:00:00",Conventional,1.199911232,325297.94,148109.95,5975.58,43.47,87153.10,,,,84015.84
Birmingham/Montgomery,Weekly,"2022-01-30 00:00:00",Conventional,1.199756387,317170.37,140541.90,5613.07,50.56,84144.58,,,,86820.25
Boise,Weekly,"2022-02-20 00:00:00",Conventional,1.326532525,119861.51,32379.77,3076.69,1145.15,30327.31,,,,52932.60
Boise,Weekly,"2022-02-13 00:00:00",Conventional,1.357903477,144390.51,31236.38,3797.38,866.90,29471.92,,,,79017.93
Boise,Weekly,"2022-02-06 00:00:00",Conventional,1.460631054,106922.10,22279.38,4425.64,871.67,32143.69,,,,47201.72
Boise,Weekly,"2022-01-30 00:00:00",Conventional,1.318562102,110713.15,25075.73,4239.04,836.55,29660.54,,,,50901.29
Boston,Weekly,"2022-02-20 00:00:00",Conventional,1.644590154,697054.78,113730.28,316736.87,41.12,152877.39,,,,113669.12
Boston,Weekly,"2022-02-13 00:00:00",Conventional,1.535383387,685701.50,96663.16,360288.06,48.57,154688.22,,,,74013.49
Boston,Weekly,"2022-02-06 00:00:00",Conventional,1.664847188,540766.81,63053.44,270035.70,59.08,142323.88,,,,65294.71
Boston,Weekly,"2022-01-30 00:00:00",Conventional,1.618179849,709228.72,85068.99,363474.59,28.65,171881.26,,,,88775.23
Buffalo/Rochester,Weekly,"2022-02-20 00:00:00",Conventional,1.396664704,169063.44,28616.04,41688.69,209.57,91793.70,,,,6755.44
Buffalo/Rochester,Weekly,"2022-02-13 00:00:00",Conventional,1.315482087,209538.38,48197.94,45571.14,151.45,109100.11,,,,6517.74
Buffalo/Rochester,Weekly,"2022-02-06 00:00:00",Conventional,1.268801890,215645.20,23858.42,47202.89,88.30,137934.80,,,,6560.79
Buffalo/Rochester,Weekly,"2022-01-30 00:00:00",Conventional,1.371720738,186586.45,22374.98,45001.98,120.34,113557.22,,,,5531.93
Charlotte,Weekly,"2022-02-20 00:00:00",Conventional,1.385043621,349480.70,137534.66,49444.39,3439.70,132888.69,,,,26173.26
Charlotte,Weekly,"2022-02-13 00:00:00",Conventional,1.306422876,419032.40,191361.83,69381.19,3592.33,125779.17,,,,28917.87
Charlotte,Weekly,"2022-02-06 00:00:00",Conventional,1.435391158,325912.40,119595.80,51495.51,3626.48,129680.89,,,,21513.72
Charlotte,Weekly,"2022-01-30 00:00:00",Conventional,1.414145875,331091.57,127022.82,50782.50,3610.42,126604.19,,,,23071.64
Chicago,Weekly,"2022-02-20 00:00:00",Conventional,1.428618043,783371.64,159619.90,81626.12,35282.20,204119.69,,,,302723.73
Chicago,Weekly,"2022-02-13 00:00:00",Conventional,1.471056597,1528969.20,254945.34,222446.76,44478.14,215909.23,,,,791189.73
Chicago,Weekly,"2022-02-06 00:00:00",Conventional,1.461580520,778551.45,121471.71,81039.00,32551.37,246393.11,,,,297096.27
Chicago,Weekly,"2022-01-30 00:00:00",Conventional,1.143659087,1144737.53,137621.40,154922.59,33789.03,214754.92,,,,603649.59
Cincinnati/Dayton,Weekly,"2022-02-20 00:00:00",Conventional,1.237521433,314374.13,98906.92,14518.67,88.19,41731.82,,,,159128.53
Cincinnati/Dayton,Weekly,"2022-02-13 00:00:00",Conventional,1.136487332,434149.35,138854.91,27100.20,207.04,47346.71,,,,220640.49
Cincinnati/Dayton,Weekly,"2022-02-06 00:00:00",Conventional,1.047385893,349828.03,105316.16,14614.92,95.90,52084.10,,,,177716.95
Cincinnati/Dayton,Weekly,"2022-01-30 00:00:00",Conventional,0.946058255,353205.20,127110.88,14480.11,70.49,36834.23,,,,174709.48
Columbus,Weekly,"2022-02-20 00:00:00",Conventional,1.227192736,260497.61,89761.76,9157.46,55.79,42628.90,,,,118893.70
Columbus,Weekly,"2022-02-13 00:00:00",Conventional,1.098493398,338082.04,117811.84,17691.38,138.85,42986.14,,,,159453.83
Columbus,Weekly,"2022-02-06 00:00:00",Conventional,1.006121187,293797.22,98791.31,9311.49,65.06,49694.71,,,,135934.65
Columbus,Weekly,"2022-01-30 00:00:00",Conventional,1.018523549,290969.64,101371.73,10650.87,78.73,43629.02,,,,135239.28
"Dallas/Ft. Worth",Weekly,"2022-02-20 00:00:00",Conventional,0.930500736,1549853.12,535756.59,90042.48,5074.66,452601.51,,,,466377.87
"Dallas/Ft. Worth",Weekly,"2022-02-13 00:00:00",Conventional,0.859074915,1866026.64,537385.50,111786.07,9775.58,767591.42,,,,439488.07
"Dallas/Ft. Worth",Weekly,"2022-02-06 00:00:00",Conventional,1.087231707,1358866.65,389224.25,133754.91,6639.28,460582.05,,,,368666.16
"Dallas/Ft. Worth",Weekly,"2022-01-30 00:00:00",Conventional,1.089897889,1362190.70,370406.90,148941.33,12794.66,436481.54,,,,393566.27
Denver,Weekly,"2022-02-20 00:00:00",Conventional,1.354742194,928624.12,198051.49,59745.92,3069.69,255515.02,,,,412242.00
Denver,Weekly,"2022-02-13 00:00:00",Conventional,1.387110646,1175357.09,205449.63,73239.81,3171.90,263888.12,,,,629607.63
Denver,Weekly,"2022-02-06 00:00:00",Conventional,1.403634108,867773.81,134182.86,42352.15,2936.72,257691.40,,,,430610.68
Denver,Weekly,"2022-01-30 00:00:00",Conventional,1.288968781,953795.83,167083.33,52170.00,2743.65,245594.14,,,,486204.71
Detroit,Weekly,"2022-02-20 00:00:00",Conventional,1.203095538,474424.39,167379.52,16520.14,22916.55,86620.79,,,,180987.39
Detroit,Weekly,"2022-02-13 00:00:00",Conventional,1.047543148,680783.91,246848.68,33691.57,79857.37,85964.21,,,,234422.08
Detroit,Weekly,"2022-02-06 00:00:00",Conventional,1.056865832,526888.37,156140.26,18847.74,24929.81,132880.50,,,,194090.05
Detroit,Weekly,"2022-01-30 00:00:00",Conventional,0.966967470,544224.18,208083.64,20424.77,23689.18,83187.27,,,,208839.31
"Grand Rapids",Weekly,"2022-02-20 00:00:00",Conventional,1.457301202,157615.76,46308.84,27124.21,25980.46,42126.75,,,,16075.49
"Grand Rapids",Weekly,"2022-02-13 00:00:00",Conventional,0.992605985,303054.82,82521.41,60138.98,87863.16,38598.81,,,,33932.46
"Grand Rapids",Weekly,"2022-02-06 00:00:00",Conventional,1.435606834,165212.22,23473.52,25827.27,27148.03,78207.46,,,,10555.93
"Grand Rapids",Weekly,"2022-01-30 00:00:00",Conventional,1.284899743,171702.38,65761.91,22576.64,24220.88,40442.19,,,,18700.76
Harrisburg/Scranton,Weekly,"2022-02-20 00:00:00",Conventional,1.270101173,431059.68,202625.84,81887.16,85.36,128827.09,,,,17634.22
Harrisburg/Scranton,Weekly,"2022-02-13 00:00:00",Conventional,1.375840265,421043.70,177852.05,84264.62,94.58,145023.54,,,,13808.92
Harrisburg/Scranton,Weekly,"2022-02-06 00:00:00",Conventional,1.350657543,356436.52,134919.63,78319.66,73.70,131469.46,,,,11654.07
Harrisburg/Scranton,Weekly,"2022-01-30 00:00:00",Conventional,1.310556840,385778.30,149337.61,85909.45,70.39,133393.16,,,,17067.68
Hartford/Springfield,Weekly,"2022-02-20 00:00:00",Conventional,1.541385009,336661.20,40187.39,202685.75,455.97,85135.41,,,,8196.67
Hartford/Springfield,Weekly,"2022-02-13 00:00:00",Conventional,1.364321883,499953.80,89460.21,319603.57,528.40,78511.37,,,,11850.25
Hartford/Springfield,Weekly,"2022-02-06 00:00:00",Conventional,1.589592912,319086.39,35570.65,196738.04,2139.64,77067.43,,,,7570.64
Hartford/Springfield,Weekly,"2022-01-30 00:00:00",Conventional,1.544936904,404818.17,64939.70,245124.38,703.46,83625.21,,,,10425.42
Houston,Weekly,"2022-02-20 00:00:00",Conventional,1.026053280,991689.30,406614.98,77094.36,3960.75,206317.43,,,,297701.79
Houston,Weekly,"2022-02-13 00:00:00",Conventional,0.956144076,1112591.55,413323.68,90721.75,4462.40,282519.99,,,,321563.73
Houston,Weekly,"2022-02-06 00:00:00",Conventional,1.151674148,931406.28,310857.86,140241.17,4793.13,205331.68,,,,270182.43
Houston,Weekly,"2022-01-30 00:00:00",Conventional,1.095478402,920054.62,260993.54,192641.57,4360.16,180748.69,,,,281310.65
Indianapolis,Weekly,"2022-02-20 00:00:00",Conventional,1.164566469,273454.71,93967.00,16447.52,165.47,55476.09,,,,107398.63
Indianapolis,Weekly,"2022-02-13 00:00:00",Conventional,1.052841411,343348.92,121226.73,27887.54,290.95,56724.98,,,,137218.72
Indianapolis,Weekly,"2022-02-06 00:00:00",Conventional,1.021157514,302484.98,98307.85,16192.96,150.68,70472.74,,,,117360.76
Indianapolis,Weekly,"2022-01-30 00:00:00",Conventional,0.965474177,285324.55,103626.39,15035.98,162.59,53855.72,,,,112643.88
Jacksonville,Weekly,"2022-02-20 00:00:00",Conventional,1.394876471,180867.64,85606.23,5863.84,67.14,45209.70,,,,44120.73
Jacksonville,Weekly,"2022-02-13 00:00:00",Conventional,1.229353398,240738.14,124980.73,7462.87,51.73,42654.86,,,,65587.94
Jacksonville,Weekly,"2022-02-06 00:00:00",Conventional,1.415228881,191492.24,85979.90,6538.05,81.98,55036.83,,,,43855.49
Jacksonville,Weekly,"2022-01-30 00:00:00",Conventional,1.425981725,179991.39,90784.77,5409.86,34.38,51173.55,,,,32588.83
"Las Vegas",Weekly,"2022-02-20 00:00:00",Conventional,1.169870585,419870.02,86734.13,11659.09,343.96,136034.68,,,,185098.15
"Las Vegas",Weekly,"2022-02-13 00:00:00",Conventional,1.166260325,472603.00,89130.62,16857.83,111.19,136862.62,,,,229640.75
"Las Vegas",Weekly,"2022-02-06 00:00:00",Conventional,1.027344565,497561.97,75326.97,29171.28,74.47,123725.62,,,,269263.64
"Las Vegas",Weekly,"2022-01-30 00:00:00",Conventional,1.150399820,397972.49,63855.78,29975.08,151.49,121678.82,,,,182311.32
"Los Angeles",Weekly,"2022-02-20 00:00:00",Conventional,1.323705968,3057826.60,619137.29,29490.30,151519.80,806399.45,,,,1451279.76
"Los Angeles",Weekly,"2022-02-13 00:00:00",Conventional,1.212396604,4119575.36,793910.19,31686.31,189626.82,1416919.95,,,,1687432.10
"Los Angeles",Weekly,"2022-02-06 00:00:00",Conventional,1.293887083,3038371.78,757014.09,38202.98,103093.27,780652.13,,,,1359409.31
"Los Angeles",Weekly,"2022-01-30 00:00:00",Conventional,1.287472370,3215719.68,729924.14,41536.16,148929.46,809348.74,,,,1485981.18
Louisville,Weekly,"2022-02-20 00:00:00",Conventional,1.072452901,142386.89,38834.59,6098.23,32.64,35073.86,,,,62347.58
Louisville,Weekly,"2022-02-13 00:00:00",Conventional,1.027195598,170218.97,47915.26,9496.33,26.96,38369.28,,,,74411.15
Louisville,Weekly,"2022-02-06 00:00:00",Conventional,1.145594390,134980.65,32281.99,7200.47,41.14,38981.24,,,,56475.81
Louisville,Weekly,"2022-01-30 00:00:00",Conventional,1.122461352,126926.91,33314.76,7237.51,18.44,33856.40,,,,52499.80
"Miami/Ft. Lauderdale",Weekly,"2022-02-20 00:00:00",Conventional,1.436888651,768794.53,458678.64,21626.92,232.89,172607.23,,,,115648.86
"Miami/Ft. Lauderdale",Weekly,"2022-02-13 00:00:00",Conventional,1.214929700,1099925.78,620535.08,33437.03,246.95,194505.92,,,,251200.80
"Miami/Ft. Lauderdale",Weekly,"2022-02-06 00:00:00",Conventional,1.345264718,884299.98,493731.04,31210.91,144.73,219976.25,,,,139237.05
"Miami/Ft. Lauderdale",Weekly,"2022-01-30 00:00:00",Conventional,1.340046575,835942.47,453140.30,27385.11,186.20,215440.40,,,,139790.45
Nashville,Weekly,"2022-02-20 00:00:00",Conventional,1.151540101,322978.28,113906.95,6982.83,19.71,90623.42,,,,111445.37
Nashville,Weekly,"2022-02-13 00:00:00",Conventional,1.081474019,370763.69,148529.33,8304.80,57.46,92211.18,,,,121660.93
Nashville,Weekly,"2022-02-06 00:00:00",Conventional,1.227569670,299792.66,103680.55,9252.26,24.01,91922.16,,,,94913.67
Nashville,Weekly,"2022-01-30 00:00:00",Conventional,1.232975953,283510.10,94579.72,9011.01,80.76,85349.65,,,,94488.97
"Northern New England",Weekly,"2022-02-20 00:00:00",Conventional,1.245448963,500468.31,182136.00,178191.16,5.67,79386.02,,,,60749.46
"Northern New England",Weekly,"2022-02-13 00:00:00",Conventional,1.018520851,692550.48,280651.77,285555.70,26.71,80536.54,,,,45779.76
"Northern New England",Weekly,"2022-02-06 00:00:00",Conventional,1.333875206,443503.96,157890.74,170168.07,15.92,73749.40,,,,41679.82
"Northern New England",Weekly,"2022-01-30 00:00:00",Conventional,1.107560209,648414.08,249976.28,264539.49,28.34,86223.98,,,,47645.98
"New Orleans/Mobile",Weekly,"2022-02-20 00:00:00",Conventional,1.176679505,261953.12,114389.13,13446.96,40.07,83658.65,,,,50418.31
"New Orleans/Mobile",Weekly,"2022-02-13 00:00:00",Conventional,1.073226285,301987.60,126650.07,14018.54,99.17,106809.66,,,,54410.16
"New Orleans/Mobile",Weekly,"2022-02-06 00:00:00",Conventional,1.127144223,265786.18,119698.45,14691.57,71.46,82425.13,,,,48899.57
"New Orleans/Mobile",Weekly,"2022-01-30 00:00:00",Conventional,1.107797052,279607.39,112123.98,14569.73,71.81,102863.46,,,,49978.41
"New York",Weekly,"2022-02-20 00:00:00",Conventional,1.528132746,1890081.68,475809.41,691347.98,180.44,628916.58,,,,93827.26
"New York",Weekly,"2022-02-13 00:00:00",Conventional,1.512344593,2784406.97,1152108.86,850803.52,357.28,658084.63,,,,123052.68
"New York",Weekly,"2022-02-06 00:00:00",Conventional,1.555927322,1794470.22,414941.80,615911.64,364.04,681715.68,,,,81537.05
"New York",Weekly,"2022-01-30 00:00:00",Conventional,1.510650271,2326950.93,779472.72,795587.79,233.16,642636.48,,,,109020.78
Orlando,Weekly,"2022-02-20 00:00:00",Conventional,1.343189741,436474.47,211264.62,7350.85,29.72,133101.29,,,,84728.00
Orlando,Weekly,"2022-02-13 00:00:00",Conventional,1.222429791,599928.59,308599.01,10507.34,25.79,142572.89,,,,138223.56
Orlando,Weekly,"2022-02-06 00:00:00",Conventional,1.347461480,467778.23,225548.90,8981.37,16.47,149340.32,,,,83891.17
