Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
New York,Weekly,23/08/2020 0:00,Conventional,1.168747684,2080480.35,65356.11,1243863.32,12180.04,644047.57,0,0,0,115033.31
New York,Weekly,30/08/2020 0:00,Conventional,1.181122763,2060112.77,63231.76,1242120.76,11920.48,671895.99,0,0,0,70943.78
New York,Weekly,6/09/2020 0:00,Conventional,1.1586564,2116366.54,65166.4,1362464.62,2357.25,615204.12,0,0,0,71174.15
New York,Weekly,13/09/2020 0:00,Conventional,1.171167201,2062185.58,64824.06,1217375.58,2237.27,672721.67,0,0,0,105027.01
New York,Weekly,20/09/2020 0:00,Conventional,1.195035445,1928773.16,61605.35,1184074.1,1787.19,620282.17,0,0,0,61024.34
New York,Weekly,27/09/2020 0:00,Conventional,1.131697191,2008870.33,58337.55,1265616.22,1589.52,619411.66,0,0,0,63915.38
New York,Weekly,4/10/2020 0:00,Conventional,1.154043428,1923311.95,56942.06,1156889.36,1565.57,638351.37,0,0,0,69563.59
New York,Weekly,11/10/2020 0:00,Conventional,1.122192869,1989670.77,61744.36,1202271.63,885.56,658237.25,0,0,0,66531.98
New York,Weekly,18/10/2020 0:00,Conventional,1.135847787,1869741.5,56863.75,1094824.86,3053.2,621756.81,0,0,0,93242.87
New York,Weekly,25/10/2020 0:00,Conventional,1.15968232,1831536.56,56369.02,1071374.47,1213.01,642251.65,0,0,0,60328.42
New York,Weekly,1/11/2020 0:00,Conventional,1.133681539,1816360.1,59573.75,1077135.78,979.7,575174.52,0,0,0,103496.35
New York,Weekly,8/11/2020 0:00,Conventional,1.11730045,1916856.87,56574.03,1160568.55,1505.96,637811.52,0,0,0,60396.82
New York,Weekly,15/11/2020 0:00,Conventional,1.108207243,1958517.06,58166.82,1085365.74,657.66,749202.11,0,0,0,65124.73
New York,Weekly,22/11/2020 0:00,Conventional,1.113482115,1856233.39,56070.15,1019122.01,927.04,721339.36,0,0,0,58774.83
New York,Weekly,29/11/2020 0:00,Conventional,1.147397064,1611115.93,45863.56,919560.57,1247.1,593607.47,0,0,0,50837.23
New York,Weekly,6/12/2020 0:00,Conventional,1.094565886,1841012.73,58169.19,1090129.47,1894.17,630180.18,0,0,0,60639.73
New York,Weekly,13/12/2020 0:00,Conventional,1.106036022,1851004.23,51887.17,1013350.18,4932.37,715922.43,0,0,0,64912.08
New York,Weekly,20/12/2020 0:00,Conventional,1.14708345,1789404.67,54280.17,1038164.2,2500.32,636058.85,0,0,0,58401.14
New York,Weekly,27/12/2020 0:00,Conventional,1.131853081,1634228.7,46166.31,941319.41,1599.98,590427.7,0,0,0,54715.29
Orlando,Weekly,6/01/2020 0:00,Conventional,0.890158841,596289.75,228950.17,14528.65,4988.06,109677.54,0,0,0,238145.33
Orlando,Weekly,12/01/2020 0:00,Conventional,0.903600921,590334.25,229070.57,13544.9,4225.93,119492.69,0,0,0,224000.16
Orlando,Weekly,19/01/2020 0:00,Conventional,0.889466712,611178.16,251501.65,14994.3,5637.94,117569.21,0,0,0,221475.06
Orlando,Weekly,26/01/2020 0:00,Conventional,0.899151288,623363.41,236763.06,14918.23,4345.09,126269.68,0,0,0,241067.35
Orlando,Weekly,2/02/2020 0:00,Conventional,0.889938319,700553.48,264678.09,18644.07,1248.8,128625.86,0,0,0,287356.66
Orlando,Weekly,9/02/2020 0:00,Conventional,0.970068215,555867.96,212224.5,13810.11,127.12,136146.07,0,0,0,193560.15
Orlando,Weekly,16/02/2020 0:00,Conventional,0.983356248,515209.73,204255.76,12896.03,56.7,126524.6,0,0,0,171476.64
Orlando,Weekly,23/02/2020 0:00,Conventional,0.999215158,508598.77,191431.19,11588.46,92.16,127514.88,0,0,0,177972.08
Orlando,Weekly,1/03/2020 0:00,Conventional,1.149869116,501111.39,195117.06,11889.23,80.32,128472.09,0,0,0,165552.69
Orlando,Weekly,8/03/2020 0:00,Conventional,1.038376865,496651.72,241279.35,11371.07,96.39,133381.8,0,0,0,110523.1
Orlando,Weekly,15/03/2020 0:00,Conventional,1.049275523,583141.73,248578.79,14576.29,132.94,151165.06,0,0,0,168688.66
Orlando,Weekly,22/03/2020 0:00,Conventional,1.067103055,638062.63,285980.18,15551.35,167.26,175094.48,0,0,0,161269.35
Orlando,Weekly,29/03/2020 0:00,Conventional,1.192395918,565375.96,275022.91,13072.45,118.12,150580.79,0,0,0,126581.68
Orlando,Weekly,5/04/2020 0:00,Conventional,1.190523332,573930.66,248009.64,13356.89,105.51,162656.92,0,0,0,149801.69
Orlando,Weekly,12/04/2020 0:00,Conventional,1.196079381,531253.81,220473.3,11127.82,107.4,150841.36,0,0,0,148703.92
Orlando,Weekly,19/04/2020 0:00,Conventional,1.175601799,592265.68,263584.05,14281.59,149.31,166247.68,0,0,0,148003.05
Orlando,Weekly,26/04/2020 0:00,Conventional,1.160382163,579460.97,244405.09,13655.24,119.53,174910.56,0,0,0,146370.55
Orlando,Weekly,3/05/2020 0:00,Conventional,1.074606368,757301.42,332594.16,18285.49,149.4,187494.8,0,0,0,218777.57
Orlando,Weekly,10/05/2020 0:00,Conventional,1.155244435,600875.83,245758.47,14142.44,120.02,192135.19,0,0,0,148719.73
Orlando,Weekly,17/05/2020 0:00,Conventional,1.169232336,593300.64,235056.46,13781.25,97.46,191851.29,0,0,0,152514.19
Orlando,Weekly,24/05/2020 0:00,Conventional,1.065142058,667036.71,303644.84,15401.44,125.14,202113.92,0,0,0,145751.37
Orlando,Weekly,31/05/2020 0:00,Conventional,1.154564651,582915.65,273331.8,14278.14,77.22,196671.77,0,0,0,98556.71
Orlando,Weekly,7/06/2020 0:00,Conventional,1.140547287,584459.79,268017.1,14136.62,72.06,196926.06,0,0,0,105307.95
Orlando,Weekly,14/06/2020 0:00,Conventional,1.143824179,583063.81,248469.17,14042.96,162.09,205612.97,0,0,0,114776.62
Orlando,Weekly,21/06/2020 0:00,Conventional,1.13110373,601379.49,252694,15810.27,124.92,214460.75,0,0,0,118289.54
Orlando,Weekly,28/06/2020 0:00,Conventional,1.027619534,661863.65,273098.16,15845.71,136.9,210650.48,0,0,0,162132.4
Orlando,Weekly,5/07/2020 0:00,Conventional,1.012964523,695557.39,293559.3,16297.45,184.97,217119.34,0,0,0,168396.33
Orlando,Weekly,12/07/2020 0:00,Conventional,1.065492062,592619.3,244325.53,14646.48,201.76,214697.54,0,0,0,118747.98
Orlando,Weekly,19/07/2020 0:00,Conventional,1.043712044,615971.05,240315.34,14332.29,154.32,232372.17,0,0,0,128796.93
Orlando,Weekly,26/07/2020 0:00,Conventional,0.913399985,606268.77,244007.23,13456.04,163.1,236424.13,0,0,0,112218.27
Orlando,Weekly,2/08/2020 0:00,Conventional,0.91436268,601351.23,243813.36,16183.29,94.54,235958.97,0,0,0,105301.07
Orlando,Weekly,9/08/2020 0:00,Conventional,0.945735231,575097.08,238985.44,14979.75,349.91,202791.13,0,0,0,117990.85
Orlando,Weekly,16/08/2020 0:00,Conventional,0.938978577,561791.42,223381.92,12246.32,494.94,203805.69,0,0,0,121862.54
Orlando,Weekly,23/08/2020 0:00,Conventional,0.921438513,574472.98,221936.23,12291.66,287.96,210943.12,0,0,0,129014.01
Orlando,Weekly,30/08/2020 0:00,Conventional,0.890046588,584754.38,224802.99,11742.04,170.77,232709.37,0,0,0,115329.23
Orlando,Weekly,6/09/2020 0:00,Conventional,0.884010068,644846.02,294043.99,14595.06,115.29,175738.48,0,0,0,160353.21
Orlando,Weekly,13/09/2020 0:00,Conventional,0.880035923,618827.93,288748.63,12666.64,73.86,180789.66,0,0,0,136549.14
Orlando,Weekly,20/09/2020 0:00,Conventional,0.88147986,570810.96,216634.42,11918.79,114.5,234601.72,0,0,0,107541.52
Orlando,Weekly,27/09/2020 0:00,Conventional,0.926030236,537010.45,201741.63,39141.07,99.23,191858.39,0,0,0,104170.13
Orlando,Weekly,4/10/2020 0:00,Conventional,0.935303535,553777.94,190106.72,46384.48,91.67,188861.43,0,0,0,128333.65
Orlando,Weekly,11/10/2020 0:00,Conventional,0.952486904,550766.69,200970.79,43213.28,32.13,186542.46,0,0,0,120008.03
Orlando,Weekly,18/10/2020 0:00,Conventional,0.943104148,545904.06,204624.47,27721.58,23.62,195733.01,0,0,0,117801.37
Orlando,Weekly,25/10/2020 0:00,Conventional,0.764458221,608216.08,257056.2,30099.2,41.36,184942.69,0,0,0,136076.63
Orlando,Weekly,1/11/2020 0:00,Conventional,0.827330011,543757.81,209464.49,19802.11,51.03,203105.3,0,0,0,111334.89
Orlando,Weekly,8/11/2020 0:00,Conventional,0.788391901,586235.81,215947.12,16764.26,39.84,233814.68,0,0,0,119669.9
Orlando,Weekly,15/11/2020 0:00,Conventional,0.810986578,537018.72,205433.41,14180.03,60.61,198616.15,0,0,0,118728.51
Orlando,Weekly,22/11/2020 0:00,Conventional,0.795956889,511633.36,197881.18,12780.08,57.65,197670.37,0,0,0,103244.08
Orlando,Weekly,29/11/2020 0:00,Conventional,0.683341696,519799.56,224990.91,12948.68,29.6,160578.41,0,0,0,121251.96
Orlando,Weekly,6/12/2020 0:00,Conventional,0.779142854,520492.1,206616.73,13078.8,31.19,185723.88,0,0,0,115041.5
Orlando,Weekly,13/12/2020 0:00,Conventional,0.761851727,521280.42,199495.8,12920.62,20,196988.96,0,0,0,111855.04
Orlando,Weekly,20/12/2020 0:00,Conventional,0.787204598,506127.28,199396.49,12023.74,47.25,189270,0,0,0,105389.81
Orlando,Weekly,27/12/2020 0:00,Conventional,0.696538899,523554.65,213680.05,13809.49,92.23,171248.46,0,0,0,124724.42
Peoria/Springfield,Weekly,6/01/2020 0:00,Conventional,0.930281874,119886.79,29761.35,29658.68,1620.92,21051.67,0,0,0,37794.16
Peoria/Springfield,Weekly,12/01/2020 0:00,Conventional,0.963452972,125444.58,32026.29,21616.74,1353.98,28360.01,0,0,0,42087.55
Peoria/Springfield,Weekly,19/01/2020 0:00,Conventional,0.943694103,132783.6,27179.08,45216.56,1425.28,21748.97,0,0,0,37213.71
Peoria/Springfield,Weekly,26/01/2020 0:00,Conventional,1.053839052,114666.69,24814.65,24375.72,1247.85,35473.19,0,0,0,28755.29
Peoria/Springfield,Weekly,2/02/2020 0:00,Conventional,0.783683395,173309.06,41161.12,41785.83,885.54,35147.21,0,0,0,54329.36
Peoria/Springfield,Weekly,9/02/2020 0:00,Conventional,0.874566028,122674.3,26391.88,30297.33,997.4,26557.11,0,0,0,38430.59
Peoria/Springfield,Weekly,16/02/2020 0:00,Conventional,1.10564263,102053.77,26564.42,21680.95,755.33,23437.27,0,0,0,29615.8
Peoria/Springfield,Weekly,23/02/2020 0:00,Conventional,1.053462302,121566.79,32653.77,24494.09,979.06,25023.72,0,0,0,38416.14
Peoria/Springfield,Weekly,1/03/2020 0:00,Conventional,1.083395731,119268.47,33354.55,19733.43,743.01,25047.95,0,0,0,40389.53
Peoria/Springfield,Weekly,8/03/2020 0:00,Conventional,1.167481242,116950.08,28351.06,21212.64,799.58,31871.78,0,0,0,34715.03
Peoria/Springfield,Weekly,15/03/2020 0:00,Conventional,1.256634498,132191.11,32896.1,25084.92,930.54,32526.85,0,0,0,40752.7
Peoria/Springfield,Weekly,22/03/2020 0:00,Conventional,1.177461051,136955.74,34742.47,26340.98,1029.08,29349.17,0,0,0,45494.04
Peoria/Springfield,Weekly,29/03/2020 0:00,Conventional,1.112188548,117788.41,33726.3,21634.65,668.22,26331.78,0,0,0,35427.46
Peoria/Springfield,Weekly,5/04/2020 0:00,Conventional,1.087896501,138841.21,40578.95,25074.42,742.98,28784.95,0,0,0,43659.9
Peoria/Springfield,Weekly,12/04/2020 0:00,Conventional,1.173657317,130209.31,38079.14,23056.94,975.64,27373.26,0,0,0,40724.34
Peoria/Springfield,Weekly,19/04/2020 0:00,Conventional,1.222222973,124048.05,36676.72,25117.94,934,26885.14,0,0,0,34434.25
Peoria/Springfield,Weekly,26/04/2020 0:00,Conventional,1.213453967,143488.6,43259.16,29821.03,982.46,30494.22,0,0,0,38931.73
Peoria/Springfield,Weekly,3/05/2020 0:00,Conventional,1.083928773,159362.98,49137.05,31895.79,1023.27,31271.55,0,0,0,46035.32
Peoria/Springfield,Weekly,10/05/2020 0:00,Conventional,1.060792536,166221.31,56546.01,33070.89,1432.72,32014.64,0,0,0,43157.05
Peoria/Springfield,Weekly,17/05/2020 0:00,Conventional,1.206328243,140375.78,40174.71,27224.38,1327.16,31313.19,0,0,0,40336.34
Peoria/Springfield,Weekly,24/05/2020 0:00,Conventional,1.143739339,154784.39,46977.19,32029.8,1313.34,32727.9,0,0,0,41736.17
Peoria/Springfield,Weekly,31/05/2020 0:00,Conventional,1.139157728,149693.9,44495.04,26215.52,1592.9,32779.08,0,0,0,44611.37
Peoria/Springfield,Weekly,7/06/2020 0:00,Conventional,1.076174919,156477.4,48834.32,31940.75,1518.29,32189.17,0,0,0,41994.87
Peoria/Springfield,Weekly,14/06/2020 0:00,Conventional,1.122272359,139519.35,38420.11,26947.53,1418.46,35221.43,0,0,0,37511.82
Peoria/Springfield,Weekly,21/06/2020 0:00,Conventional,1.119090725,136365.2,38178.94,25168.21,1361.52,34248.14,0,0,0,37408.4
Peoria/Springfield,Weekly,28/06/2020 0:00,Conventional,0.981206264,148524.17,45519.58,24576.1,1204.1,31980.12,0,0,0,45244.26
Peoria/Springfield,Weekly,5/07/2020 0:00,Conventional,1.012276881,151741.03,44848.75,23245.26,1602.32,38656,0,0,0,43388.7
Peoria/Springfield,Weekly,12/07/2020 0:00,Conventional,0.96186527,137373.09,35775.76,25169.51,1385.74,40822.71,0,0,0,34219.38
Peoria/Springfield,Weekly,19/07/2020 0:00,Conventional,0.894892715,154644.67,36775.98,32916.49,1176.79,49899.55,0,0,0,33875.86
Peoria/Springfield,Weekly,26/07/2020 0:00,Conventional,0.861202184,151755.47,41025.02,29494.16,1148.14,42046.23,0,0,0,38041.93
Peoria/Springfield,Weekly,2/08/2020 0:00,Conventional,0.884755432,142125.81,44337.84,18304.66,1238.03,39706.79,0,0,0,38538.5
Peoria/Springfield,Weekly,9/08/2020 0:00,Conventional,0.874114239,138257.24,34442.42,22129.04,1198.82,47006.07,0,0,0,33480.89
Peoria/Springfield,Weekly,16/08/2020 0:00,Conventional,0.817557147,151833.85,43017.65,22427.18,1320.28,40487.58,0,0,0,44581.15
Peoria/Springfield,Weekly,23/08/2020 0:00,Conventional,0.877780642,141490.55,39075.54,25147.56,1151.39,32429.92,0,0,0,43686.14
Peoria/Springfield,Weekly,30/08/2020 0:00,Conventional,0.846866287,147083.82,45552.44,24261.22,762.48,28428.32,0,0,0,48079.36
Peoria/Springfield,Weekly,6/09/2020 0:00,Conventional,0.87928669,136562.62,37371.97,21701.65,1006.65,34779.39,0,0,0,41702.96
Peoria/Springfield,Weekly,13/09/2020 0:00,Conventional,0.921099554,125099.04,33912.65,20777.46,853.75,31161.31,0,0,0,38393.87
Peoria/Springfield,Weekly,20/09/2020 0:00,Conventional,0.932505008,114497.76,31582.22,16055.37,950.13,31118.87,0,0,0,34791.17
Peoria/Springfield,Weekly,27/09/2020 0:00,Conventional,1.015189026,106554.87,31175.66,17426.49,911.13,27364.4,0,0,0,29677.19
Peoria/Springfield,Weekly,4/10/2020 0:00,Conventional,0.916103014,125623.77,39900.4,16796.37,837.88,31508.02,0,0,0,36581.11
Peoria/Springfield,Weekly,11/10/2020 0:00,Conventional,0.963776487,119524.44,34299.95,21896.05,782.14,30354.74,0,0,0,32191.55
Peoria/Springfield,Weekly,18/10/2020 0:00,Conventional,0.970880065,110318.62,31294.76,20280.38,840,34504.43,0,0,0,23399.05
Peoria/Springfield,Weekly,25/10/2020 0:00,Conventional,0.869903722,116174.22,34175.62,27531.31,900.36,28560.98,0,0,0,25005.95
Peoria/Springfield,Weekly,1/11/2020 0:00,Conventional,0.870772608,119692.78,35117.53,19883.32,736.76,29231.69,0,0,0,34723.48
Peoria/Springfield,Weekly,8/11/2020 0:00,Conventional,0.884960021,115358.52,35867.3,20810.77,1087.18,28622.97,0,0,0,28970.29
Peoria/Springfield,Weekly,15/11/2020 0:00,Conventional,0.907828259,119755.57,31692.82,20777.01,4716.4,31169.82,0,0,0,31399.52
Peoria/Springfield,Weekly,22/11/2020 0:00,Conventional,0.848873316,113371.04,30631.28,21518.41,5114.4,30056.91,0,0,0,26050.03
Peoria/Springfield,Weekly,29/11/2020 0:00,Conventional,0.822695385,92238.13,26256.57,16596.97,1699.62,24813.23,0,0,0,22871.75
Peoria/Springfield,Weekly,6/12/2020 0:00,Conventional,0.805084359,122640.22,36678.19,27178.88,1181.64,29745.41,0,0,0,27856.11
Peoria/Springfield,Weekly,13/12/2020 0:00,Conventional,0.828849748,118332.15,30682.11,22667.34,240.64,34294.01,0,0,0,30448.05
Peoria/Springfield,Weekly,20/12/2020 0:00,Conventional,0.812653905,107684.27,27721.94,19582.01,229.21,32430.36,0,0,0,27720.75
Peoria/Springfield,Weekly,27/12/2020 0:00,Conventional,0.841523416,101952.17,28526.59,17778.44,186.49,30366.67,0,0,0,25093.99
Philadelphia,Weekly,6/01/2020 0:00,Conventional,1.136013397,597516.62,48184.25,372216.82,1938.34,112450.4,0,0,0,62726.81
Philadelphia,Weekly,12/01/2020 0:00,Conventional,1.210478374,564636.73,33077.25,272116.88,1494.81,214530.79,0,0,0,43417.01
Philadelphia,Weekly,19/01/2020 0:00,Conventional,1.172955385,562827.68,34829.15,262548.2,2413.43,222450.16,0,0,0,40586.74
Philadelphia,Weekly,26/01/2020 0:00,Conventional,1.108739614,567586.13,38585.93,265478.21,2117.57,186946.51,0,0,0,74457.92
Philadelphia,Weekly,2/02/2020 0:00,Conventional,1.22262488,669305.32,42176.07,395808.23,1209.11,182566.01,0,0,0,47545.9
Philadelphia,Weekly,9/02/2020 0:00,Conventional,1.11145632,697279.76,36262.97,346069.15,525.03,268979.96,0,0,0,45442.65
Philadelphia,Weekly,16/02/2020 0:00,Conventional,1.305957782,482327.96,37673.08,245564.89,325.62,157810.25,0,0,0,40954.12
Philadelphia,Weekly,23/02/2020 0:00,Conventional,1.36118178,474663.91,46735.45,220330.73,399.81,177321.62,0,0,0,29876.3
Philadelphia,Weekly,1/03/2020 0:00,Conventional,1.472599453,452139.7,74819.85,203599.34,381.57,148561.37,0,0,0,24777.57
Philadelphia,Weekly,8/03/2020 0:00,Conventional,1.428213155,503968.69,92230.43,215625.87,260.37,166623.53,0,0,0,29228.49
Philadelphia,Weekly,15/03/2020 0:00,Conventional,1.32549802,668516.41,117763.83,249501.27,335.89,211686.67,0,0,0,89228.74
Philadelphia,Weekly,22/03/2020 0:00,Conventional,1.476105286,587241.14,93267.98,232160.94,447.69,197176.36,0,0,0,64188.17
Philadelphia,Weekly,29/03/2020 0:00,Conventional,1.45604212,559657.46,86803.19,223008.85,343.72,188944.09,0,0,0,60557.61
Philadelphia,Weekly,5/04/2020 0:00,Conventional,1.413350121,620551.93,103591.3,241619.66,407.52,224206.59,0,0,0,50726.85
Philadelphia,Weekly,12/04/2020 0:00,Conventional,1.41725362,597733.28,100981.79,224222.87,273.48,231429.51,0,0,0,40825.64
Philadelphia,Weekly,19/04/2020 0:00,Conventional,1.452555377,562138.22,98867.21,220434.33,255.51,203957.41,0,0,0,38623.77
Philadelphia,Weekly,26/04/2020 0:00,Conventional,1.259738804,732328.75,104504.99,335437.05,1422.4,226434.11,0,0,0,64530.19
Philadelphia,Weekly,3/05/2020 0:00,Conventional,1.389686817,677087.27,117489.36,252173.48,689.61,243526.71,0,0,0,63208.12
Philadelphia,Weekly,10/05/2020 0:00,Conventional,1.374342498,765324.92,134853.43,292459.24,479.62,264829.19,0,0,0,72703.45
Philadelphia,Weekly,17/05/2020 0:00,Conventional,1.388867893,667961.06,113211.16,239426.26,371.08,251646.19,0,0,0,63306.37
Philadelphia,Weekly,24/05/2020 0:00,Conventional,1.351211224,723368.02,130829.8,266251.14,346.24,260219.15,0,0,0,65721.71
Philadelphia,Weekly,31/05/2020 0:00,Conventional,1.191056687,839459.82,156383.37,370505.07,646.03,244713.82,0,0,0,67211.53
Philadelphia,Weekly,7/06/2020 0:00,Conventional,1.292317723,719259.96,138298.21,259721.48,440.92,266321.35,0,0,0,54477.99
Philadelphia,Weekly,14/06/2020 0:00,Conventional,1.166745385,847891.33,156714.07,372368.76,3206.64,264823.28,0,0,0,50778.58
Philadelphia,Weekly,21/06/2020 0:00,Conventional,1.302122219,686813.53,133868.45,239997.84,1922,258590.83,0,0,0,52434.41
Philadelphia,Weekly,28/06/2020 0:00,Conventional,1.279347847,659709.11,139621.2,221067.1,3860.14,246560.8,0,0,0,48599.86
Philadelphia,Weekly,5/07/2020 0:00,Conventional,1.112682296,749577.73,143581.08,289587.45,2325.51,258592.69,0,0,0,55491
Philadelphia,Weekly,12/07/2020 0:00,Conventional,1.110723445,681804.55,128097.18,252442.31,2094.41,246347.02,0,0,0,52823.64
Philadelphia,Weekly,19/07/2020 0:00,Conventional,1.074794327,715959.69,129276.98,277250.8,3251.52,260024.19,0,0,0,46156.2
Philadelphia,Weekly,26/07/2020 0:00,Conventional,1.079473869,682292.57,132341.72,267111.72,367.82,235470.94,0,0,0,47000.37
Philadelphia,Weekly,2/08/2020 0:00,Conventional,1.103587353,630233.58,120784.87,245534.92,492.73,218576.02,0,0,0,44845.03
Philadelphia,Weekly,9/08/2020 0:00,Conventional,1.071754162,651620.26,116755.69,253157.76,2015.33,233054.03,0,0,0,46637.45
Philadelphia,Weekly,16/08/2020 0:00,Conventional,1.053841724,677042.83,132651.63,247106.94,3957.25,246264.01,0,0,0,47063
Philadelphia,Weekly,23/08/2020 0:00,Conventional,1.024122215,690347.95,126872.14,261734.01,3209.84,206214.9,0,0,0,92317.06
Philadelphia,Weekly,30/08/2020 0:00,Conventional,1.082392847,637256.38,121088.65,248003.5,3054.76,214936.97,0,0,0,50172.5
Philadelphia,Weekly,6/09/2020 0:00,Conventional,1.068656891,640170.86,125187.76,252226.6,261.42,210256.35,0,0,0,52238.72
Philadelphia,Weekly,13/09/2020 0:00,Conventional,0.999169343,663744,121292.8,239720.66,237.65,212686.21,0,0,0,89806.7
Philadelphia,Weekly,20/09/2020 0:00,Conventional,1.061914577,600243.4,119334.03,223644.52,268.86,210753.41,0,0,0,46242.58
Philadelphia,Weekly,27/09/2020 0:00,Conventional,1.073419919,567496.18,96071.78,215586.34,317.02,206950.36,0,0,0,48570.68
Philadelphia,Weekly,4/10/2020 0:00,Conventional,1.055019234,598265.52,125989.13,219054.71,377.13,201298.61,0,0,0,51545.93
Philadelphia,Weekly,11/10/2020 0:00,Conventional,0.990694668,619063.48,105658.62,219539.81,239.99,243379.44,0,0,0,50245.63
Philadelphia,Weekly,18/10/2020 0:00,Conventional,0.994061531,591942.39,103601.79,207620.35,346.92,203650.05,0,0,0,76723.28
Philadelphia,Weekly,25/10/2020 0:00,Conventional,1.05960767,539037.79,94001.47,200524.02,210.8,196104.75,0,0,0,48196.75
Philadelphia,Weekly,1/11/2020 0:00,Conventional,0.994118396,606154.88,121113.22,207984.02,191.79,186559.44,0,0,0,90306.41
Philadelphia,Weekly,8/11/2020 0:00,Conventional,1.044967317,581669.98,114313.3,218273.99,435.71,201178.25,0,0,0,47468.74
Philadelphia,Weekly,15/11/2020 0:00,Conventional,1.078038639,595099.39,106984.91,209943.75,280.95,230752.93,0,0,0,47136.85
Philadelphia,Weekly,22/11/2020 0:00,Conventional,0.981760744,588792.27,96277.83,189653.4,185.79,261285.85,0,0,0,41389.4
Philadelphia,Weekly,29/11/2020 0:00,Conventional,1.050936542,471259.37,89523.63,162366.78,148.43,179367.75,0,0,0,39852.77
Philadelphia,Weekly,6/12/2020 0:00,Conventional,1.020575611,559796.8,100224.2,204466.16,134.82,212910.44,0,0,0,42061.17
Philadelphia,Weekly,13/12/2020 0:00,Conventional,0.997351015,586164.9,102980.76,197491.93,176.89,235232.03,0,0,0,50283.29
Philadelphia,Weekly,20/12/2020 0:00,Conventional,1.019207357,573060.75,106375.6,199306.43,142.14,220349.35,0,0,0,46887.23
Philadelphia,Weekly,27/12/2020 0:00,Conventional,0.997258989,526972.13,115190.33,178077.11,136.75,187048.66,0,0,0,46519.28
Phoenix/Tucson,Weekly,6/01/2020 0:00,Conventional,0.794015377,1223246.45,375409.65,220370.19,4517.75,90959.88,0,0,0,531988.97
Phoenix/Tucson,Weekly,12/01/2020 0:00,Conventional,0.713633994,1463678.08,520369.7,230486.59,4830.72,98557.76,0,0,0,609433.3
Phoenix/Tucson,Weekly,19/01/2020 0:00,Conventional,0.692525358,1555072.54,406419.26,358588.87,3505.69,96390.61,0,0,0,690168.12
Phoenix/Tucson,Weekly,26/01/2020 0:00,Conventional,0.988422637,1026767.92,269157.6,238445.28,4152.94,106254.87,0,0,0,408757.22
Phoenix/Tucson,Weekly,2/02/2020 0:00,Conventional,0.786815792,1548963.78,471713.44,276811.07,5019.48,107511.85,0,0,0,687907.93
Phoenix/Tucson,Weekly,9/02/2020 0:00,Conventional,0.800326102,1309515.39,385414.64,223171.78,3261.71,108557.5,0,0,0,589109.76
Phoenix/Tucson,Weekly,16/02/2020 0:00,Conventional,0.741270443,1464849.65,554330.59,230532.1,3126.66,98155.16,0,0,0,578705.14
Phoenix/Tucson,Weekly,23/02/2020 0:00,Conventional,0.714565753,1394407.49,439368.15,202748.48,3759.56,92672.8,0,0,0,655858.51
Phoenix/Tucson,Weekly,1/03/2020 0:00,Conventional,0.914246338,1146959.82,306111.83,177774.98,3473,89744.98,0,0,0,569855.03
Phoenix/Tucson,Weekly,8/03/2020 0:00,Conventional,0.940647689,1146711.65,321297.3,158288.41,3580.32,116359.77,0,0,0,547185.85
Phoenix/Tucson,Weekly,15/03/2020 0:00,Conventional,0.920690819,1485897.37,380065.26,182139.21,5448.31,163781.6,0,0,0,754462.99
Phoenix/Tucson,Weekly,22/03/2020 0:00,Conventional,0.875754732,1486784.85,472087.86,175161.09,5513.2,108848.5,0,0,0,725174.2
Phoenix/Tucson,Weekly,29/03/2020 0:00,Conventional,0.96190808,1181370.58,291021.27,181847.95,5750.16,103093.92,0,0,0,599657.29
Phoenix/Tucson,Weekly,5/04/2020 0:00,Conventional,0.983309114,1280829.84,334654.07,182790.37,4957.73,133717.32,0,0,0,624710.34
Phoenix/Tucson,Weekly,12/04/2020 0:00,Conventional,1.047594947,1323213.12,368203.62,183927.42,4638.87,128242.85,0,0,0,638200.37
Phoenix/Tucson,Weekly,19/04/2020 0:00,Conventional,0.935972972,1352639.62,282364.31,240821.35,4337.92,121022.68,0,0,0,704093.36
Phoenix/Tucson,Weekly,26/04/2020 0:00,Conventional,0.818001829,1631622.81,461233.25,278302.26,2442.03,123437.75,0,0,0,766207.52
Phoenix/Tucson,Weekly,3/05/2020 0:00,Conventional,0.81632425,1728470.18,559884.05,258677.27,5233.28,132263.69,0,0,0,772411.89
Phoenix/Tucson,Weekly,10/05/2020 0:00,Conventional,0.788892252,1777705.13,657303.99,225861.68,5542.37,141370.49,0,0,0,747626.59
Phoenix/Tucson,Weekly,17/05/2020 0:00,Conventional,0.973211703,1330862.08,422633.86,177456.99,4570.23,142962.37,0,0,0,583238.64
Phoenix/Tucson,Weekly,24/05/2020 0:00,Conventional,0.810083486,1689506.75,416300,262252.32,4708.5,142710.86,0,0,0,863535.06
Phoenix/Tucson,Weekly,31/05/2020 0:00,Conventional,0.806558181,1566309.29,556223.87,220584.07,4343.19,132353.8,0,0,0,652804.36
Phoenix/Tucson,Weekly,7/06/2020 0:00,Conventional,0.954399003,1403563.88,458247.93,196265.95,4085.12,136057.15,0,0,0,608907.72
