Geography,Timeframe,Lat,Lng ,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
California,Weekly,#FIELD!,#FIELD!,27/12/2020 0:00,Conventional,1.09236848,5757598.41,1537941.5,599172.04,157042.35,1046003.11,0,0,0,2417439.4
California,Weekly,#FIELD!,#FIELD!,6/01/2020 0:00,Organic,1.779791723,251868.12,21565.76,14176.89,17.22,80878.78,0,0,0,135229.46
California,Weekly,#FIELD!,#FIELD!,12/01/2020 0:00,Organic,1.862070772,244015.05,25645.8,14060.85,27.86,73219.32,0,0,0,131061.22
California,Weekly,#FIELD!,#FIELD!,19/01/2020 0:00,Organic,1.866729363,232470.14,23729.62,13183.22,30.26,74063.89,0,0,0,121463.15
California,Weekly,#FIELD!,#FIELD!,26/01/2020 0:00,Organic,1.797532299,248786.41,17591.51,11622.14,1.42,78845.81,0,0,0,140725.53
California,Weekly,#FIELD!,#FIELD!,2/02/2020 0:00,Organic,1.758653368,244921.26,14051.04,14772.88,23.49,81671.91,0,0,0,134401.94
California,Weekly,#FIELD!,#FIELD!,9/02/2020 0:00,Organic,1.758000182,256548.09,18915.4,15062.29,16.23,87584.72,0,0,0,134969.45
California,Weekly,#FIELD!,#FIELD!,16/02/2020 0:00,Organic,1.793584328,269935.5,24235.39,14064.37,23.11,87026.05,0,0,0,144586.58
California,Weekly,#FIELD!,#FIELD!,23/02/2020 0:00,Organic,1.748697399,276569.28,28891.95,20460.06,11.54,99083.25,0,0,0,128122.48
California,Weekly,#FIELD!,#FIELD!,1/03/2020 0:00,Organic,1.872529756,271408.05,29966.14,28843.55,127.6,84637.55,0,0,0,127833.22
California,Weekly,#FIELD!,#FIELD!,8/03/2020 0:00,Organic,2.119409832,240775.49,18335.58,21617.19,41.02,76600.91,0,0,0,124180.79
California,Weekly,#FIELD!,#FIELD!,15/03/2020 0:00,Organic,2.129709635,339798.62,31150.94,29373.21,26.13,97914.92,0,0,0,181333.42
California,Weekly,#FIELD!,#FIELD!,22/03/2020 0:00,Organic,2.096198799,251624.35,16974.44,23717.29,11.55,86348.36,0,0,0,124572.71
California,Weekly,#FIELD!,#FIELD!,29/03/2020 0:00,Organic,2.170541399,229355.52,24707.03,23316.44,70.69,84391.5,0,0,0,96869.87
California,Weekly,#FIELD!,#FIELD!,5/04/2020 0:00,Organic,2.065746448,289610.82,42052.24,24984.9,144.37,90694.14,0,0,0,131735.18
California,Weekly,#FIELD!,#FIELD!,12/04/2020 0:00,Organic,2.092454777,273686.11,47398.63,24500.14,107.35,81435.34,0,0,0,120244.65
California,Weekly,#FIELD!,#FIELD!,19/04/2020 0:00,Organic,2.025006726,257869.97,38844.57,27553.4,90.82,81500.25,0,0,0,109880.93
California,Weekly,#FIELD!,#FIELD!,26/04/2020 0:00,Organic,1.965980134,255139.57,24074.08,42658.66,53.13,72187.07,0,0,0,116166.63
California,Weekly,#FIELD!,#FIELD!,3/05/2020 0:00,Organic,1.992147641,283743.41,28888.47,38240.7,82.49,66621.2,0,0,0,149910.55
California,Weekly,#FIELD!,#FIELD!,10/05/2020 0:00,Organic,1.958173243,306460.92,29657.06,21410.65,40.58,92325.15,0,0,0,163027.48
California,Weekly,#FIELD!,#FIELD!,17/05/2020 0:00,Organic,2.084444701,310536.63,26988.89,26202.18,57.79,106069.06,0,0,0,151218.72
California,Weekly,#FIELD!,#FIELD!,24/05/2020 0:00,Organic,2.239665349,320032.06,30950.08,19369.06,56.85,105409.09,0,0,0,164247
California,Weekly,#FIELD!,#FIELD!,31/05/2020 0:00,Organic,2.094385862,295187.5,37769.66,20892.43,70.23,107254.79,0,0,0,129200.39
California,Weekly,#FIELD!,#FIELD!,7/06/2020 0:00,Organic,2.107578729,306154.4,38689.43,19642.84,60.23,106027.25,0,0,0,141734.66
California,Weekly,#FIELD!,#FIELD!,14/06/2020 0:00,Organic,2.072757719,301600.95,31338.06,22667.29,83.71,103544.34,0,0,0,143967.55
California,Weekly,#FIELD!,#FIELD!,21/06/2020 0:00,Organic,1.933704374,323189.48,30690.51,19868.8,42.05,123818.72,0,0,0,148769.4
California,Weekly,#FIELD!,#FIELD!,28/06/2020 0:00,Organic,1.905622684,287939.05,36122.12,18792.97,65.81,101232.95,0,0,0,131725.2
California,Weekly,#FIELD!,#FIELD!,5/07/2020 0:00,Organic,2.076328375,325090.61,34455.49,21191.16,37,103790.93,0,0,0,165616.02
California,Weekly,#FIELD!,#FIELD!,12/07/2020 0:00,Organic,2.056037238,296724.2,31207.59,20150.51,25.64,106512.31,0,0,0,138828.16
California,Weekly,#FIELD!,#FIELD!,19/07/2020 0:00,Organic,2.125059782,287473.5,32678.75,20174.58,49.26,93090.2,0,0,0,141480.72
California,Weekly,#FIELD!,#FIELD!,26/07/2020 0:00,Organic,1.934563357,285825.92,39054.69,19625.52,29.22,94942.58,0,0,0,132173.91
California,Weekly,#FIELD!,#FIELD!,2/08/2020 0:00,Organic,2.055288321,280211.45,25182.54,16858.38,20.04,109279.98,0,0,0,128870.52
California,Weekly,#FIELD!,#FIELD!,9/08/2020 0:00,Organic,1.898971172,293872.82,19479.36,18543.97,12.79,113313.38,0,0,0,142523.32
California,Weekly,#FIELD!,#FIELD!,16/08/2020 0:00,Organic,2.050461683,280817.59,22448.03,17596.96,12.35,110587.62,0,0,0,130172.63
California,Weekly,#FIELD!,#FIELD!,23/08/2020 0:00,Organic,1.949062962,287001.41,29274.77,18844.62,21.7,117491.76,0,0,0,121368.55
California,Weekly,#FIELD!,#FIELD!,30/08/2020 0:00,Organic,2.008288641,264800.48,24056.56,19073.74,14.48,109053.49,0,0,0,112602.22
California,Weekly,#FIELD!,#FIELD!,6/09/2020 0:00,Organic,1.921680309,308633.58,20950.86,18427.44,52,131337.57,0,0,0,137865.71
California,Weekly,#FIELD!,#FIELD!,13/09/2020 0:00,Organic,1.815454225,316956.5,17458.52,18069.71,6.71,148530.43,0,0,0,132891.14
California,Weekly,#FIELD!,#FIELD!,20/09/2020 0:00,Organic,1.853868563,294994.91,32417.08,19543.36,2.64,118043.96,0,0,0,124987.87
California,Weekly,#FIELD!,#FIELD!,27/09/2020 0:00,Organic,1.911132772,277292.7,17213.33,15625,7.43,118007.5,0,0,0,126439.44
California,Weekly,#FIELD!,#FIELD!,4/10/2020 0:00,Organic,1.8923862,297745.35,23155.94,18010.17,11.09,114330.72,0,0,0,142237.42
California,Weekly,#FIELD!,#FIELD!,11/10/2020 0:00,Organic,1.765500872,288190.95,16274.75,15937.24,5.55,104314.31,0,0,0,151659.1
California,Weekly,#FIELD!,#FIELD!,18/10/2020 0:00,Organic,1.799003413,284686.07,15176.67,15875.23,31.01,107892.8,0,0,0,145710.36
California,Weekly,#FIELD!,#FIELD!,25/10/2020 0:00,Organic,1.847882822,292859.75,17064.93,14980.89,9.62,124436.07,0,0,0,136368.24
California,Weekly,#FIELD!,#FIELD!,1/11/2020 0:00,Organic,1.522753991,495887.74,16989.81,213077.13,36.08,125059.38,0,0,0,140725.35
California,Weekly,#FIELD!,#FIELD!,8/11/2020 0:00,Organic,1.494097594,350348.08,18061.91,62389.95,39.12,131215.39,0,0,0,138641.7
California,Weekly,#FIELD!,#FIELD!,15/11/2020 0:00,Organic,1.834403012,264894.29,17843.12,16616.09,8.44,112345.57,0,0,0,118081.07
California,Weekly,#FIELD!,#FIELD!,22/11/2020 0:00,Organic,1.822246559,280188.18,16723.61,14985.84,13.62,126871.94,0,0,0,121593.17
California,Weekly,#FIELD!,#FIELD!,29/11/2020 0:00,Organic,1.880166219,253287.91,16456.32,13168.84,4.41,109724.05,0,0,0,113934.29
California,Weekly,#FIELD!,#FIELD!,6/12/2020 0:00,Organic,1.730004264,423302.76,18906.5,114779.29,63.93,147763.76,0,0,0,141789.28
California,Weekly,#FIELD!,#FIELD!,13/12/2020 0:00,Organic,1.780015039,342486.84,14961.64,72938.42,82.2,132848.98,0,0,0,121655.6
California,Weekly,#FIELD!,#FIELD!,20/12/2020 0:00,Organic,1.804389302,301765.22,19073.3,30556.61,7.26,125384.55,0,0,0,126743.5
California,Weekly,#FIELD!,#FIELD!,27/12/2020 0:00,Organic,1.644115977,294470.65,19473.61,19394.41,8.57,116830.34,0,0,0,138763.72
West,Weekly,31.8033,-97.0931,6/01/2020 0:00,Conventional,0.911555274,753211.32,354721.69,54599.58,56374.15,162280.79,0,0,0,125235.11
West,Weekly,31.8033,-97.0931,12/01/2020 0:00,Conventional,0.869952764,852645.19,339939.73,52204.52,54618.15,266317.83,0,0,0,139564.96
West,Weekly,31.8033,-97.0931,19/01/2020 0:00,Conventional,0.827788162,879570.41,366728.64,77958.26,55149.28,190952.3,0,0,0,188781.93
West,Weekly,31.8033,-97.0931,26/01/2020 0:00,Conventional,0.909576949,795495.93,363264.78,47641.99,56177.6,205975.43,0,0,0,122436.14
West,Weekly,31.8033,-97.0931,2/02/2020 0:00,Conventional,0.809749712,1076962.48,472306.03,83706.99,115043.57,220020.25,0,0,0,185885.64
West,Weekly,31.8033,-97.0931,9/02/2020 0:00,Conventional,0.788587762,993879.9,498672.64,49801.84,55850.37,238789.81,0,0,0,150765.23
West,Weekly,31.8033,-97.0931,16/02/2020 0:00,Conventional,0.854253554,848961.94,405977.41,54717,55563.56,191473.91,0,0,0,141230.07
West,Weekly,31.8033,-97.0931,23/02/2020 0:00,Conventional,0.891745298,816611.6,365951.39,72143.63,41212.25,185656.25,0,0,0,151648.08
West,Weekly,31.8033,-97.0931,1/03/2020 0:00,Conventional,0.972996661,791434.05,360405.21,72368.4,28596.45,203983.57,0,0,0,126080.43
West,Weekly,31.8033,-97.0931,8/03/2020 0:00,Conventional,1.016550391,783972.94,359031.89,68446.14,24230.43,197190.65,0,0,0,135073.84
West,Weekly,31.8033,-97.0931,15/03/2020 0:00,Conventional,0.996465254,990151.64,432986.88,98136.88,27281.04,239471.88,0,0,0,192274.97
West,Weekly,31.8033,-97.0931,22/03/2020 0:00,Conventional,1.027848862,957612.58,452693.29,88944.03,23754.51,197240.13,0,0,0,194980.62
West,Weekly,31.8033,-97.0931,29/03/2020 0:00,Conventional,1.041942612,832482.63,365232.62,98434.72,23371.83,201366.16,0,0,0,144077.29
West,Weekly,31.8033,-97.0931,5/04/2020 0:00,Conventional,0.99950195,971788.08,424768.76,109090.95,24584.08,254163.41,0,0,0,159180.88
West,Weekly,31.8033,-97.0931,12/04/2020 0:00,Conventional,1.006493368,949441.81,422861.46,100849.75,20825.08,241147.22,0,0,0,163758.3
West,Weekly,31.8033,-97.0931,19/04/2020 0:00,Conventional,0.911224115,1065322.15,424344.06,114514.89,26894.88,336011.01,0,0,0,163557.31
West,Weekly,31.8033,-97.0931,26/04/2020 0:00,Conventional,0.972078046,996776.53,433961.22,131721.01,20139.83,243345.21,0,0,0,167609.26
West,Weekly,31.8033,-97.0931,3/05/2020 0:00,Conventional,0.929972976,1109966.88,410763.08,142272.87,20591.57,369829.86,0,0,0,166509.5
West,Weekly,31.8033,-97.0931,10/05/2020 0:00,Conventional,0.902553676,1154720.73,513347.01,122765.93,18368.54,300095.73,0,0,0,200143.51
West,Weekly,31.8033,-97.0931,17/05/2020 0:00,Conventional,0.96075194,1024386.97,403070.5,115628.63,19285.5,313773.03,0,0,0,172629.31
West,Weekly,31.8033,-97.0931,24/05/2020 0:00,Conventional,0.912009324,1148225.41,452590.02,128266.26,19370.64,320169.16,0,0,0,227829.32
West,Weekly,31.8033,-97.0931,31/05/2020 0:00,Conventional,0.917384511,1037044.95,388572.15,109829.11,16863.6,344294.25,0,0,0,177485.83
West,Weekly,31.8033,-97.0931,7/06/2020 0:00,Conventional,0.868263981,994023.22,418894.53,77919.86,29109.19,280709.7,0,0,0,187389.93
West,Weekly,31.8033,-97.0931,14/06/2020 0:00,Conventional,0.828642757,1078214.89,407596.73,78932.62,37055.46,358162,0,0,0,196468.09
West,Weekly,31.8033,-97.0931,21/06/2020 0:00,Conventional,0.915097941,1007746.69,393771.72,98303.69,66745.89,261322.37,0,0,0,187603.02
West,Weekly,31.8033,-97.0931,28/06/2020 0:00,Conventional,0.913943314,884643.37,342567.25,67333.65,43429.08,248303.62,0,0,0,183009.76
West,Weekly,31.8033,-97.0931,5/07/2020 0:00,Conventional,0.906954273,1016785.97,370383.72,87470.65,73694.86,297684.76,0,0,0,187551.98
West,Weekly,31.8033,-97.0931,12/07/2020 0:00,Conventional,0.904975649,962925.32,365540.9,71819.02,49792.79,307563.29,0,0,0,168209.33
West,Weekly,31.8033,-97.0931,19/07/2020 0:00,Conventional,0.831254622,1023042.29,333519.22,73692.35,43581.29,403516.15,0,0,0,168733.29
West,Weekly,31.8033,-97.0931,26/07/2020 0:00,Conventional,0.884851966,863226.36,302221.25,67687.62,41092.89,302784.58,0,0,0,149440.01
West,Weekly,31.8033,-97.0931,2/08/2020 0:00,Conventional,0.864696985,899391.97,301430.95,62030.01,37980.41,336088.85,0,0,0,161861.75
West,Weekly,31.8033,-97.0931,9/08/2020 0:00,Conventional,0.81368524,940144.41,343026.58,69568.22,51197.16,302547.42,0,0,0,173805.03
West,Weekly,31.8033,-97.0931,16/08/2020 0:00,Conventional,0.8360221,953577.82,362329.21,64196.62,47710.13,301433.63,0,0,0,177908.23
West,Weekly,31.8033,-97.0931,23/08/2020 0:00,Conventional,0.809966145,932879.04,315356.31,77000.08,80432.87,292094.19,0,0,0,167995.59
West,Weekly,31.8033,-97.0931,30/08/2020 0:00,Conventional,0.774680521,952989.39,336319.58,80809.05,84573.82,267211.43,0,0,0,184075.51
West,Weekly,31.8033,-97.0931,6/09/2020 0:00,Conventional,0.79939318,983086.9,370613.82,68890.89,35423.55,333789.55,0,0,0,174369.09
West,Weekly,31.8033,-97.0931,13/09/2020 0:00,Conventional,0.819989577,900560.38,370869.16,85741.48,21026.74,268006.8,0,0,0,154916.2
West,Weekly,31.8033,-97.0931,20/09/2020 0:00,Conventional,0.794395423,915921.4,346061.07,91294.66,19169.35,286339.51,0,0,0,173056.81
West,Weekly,31.8033,-97.0931,27/09/2020 0:00,Conventional,0.807096377,884420.8,324493.09,92382.4,16022.98,286065.22,0,0,0,165457.11
West,Weekly,31.8033,-97.0931,4/10/2020 0:00,Conventional,0.751075534,969793.19,323665.81,88733.56,14273.09,367758.9,0,0,0,175361.82
West,Weekly,31.8033,-97.0931,11/10/2020 0:00,Conventional,0.724590132,965121.04,403156.03,99670.33,14967.61,273252.95,0,0,0,174074.12
West,Weekly,31.8033,-97.0931,18/10/2020 0:00,Conventional,0.708898037,935898.78,331310.77,135699.72,22943.18,272686.52,0,0,0,173258.58
West,Weekly,31.8033,-97.0931,25/10/2020 0:00,Conventional,0.749309535,905411.51,309547.51,99788.38,14176.81,303521.03,0,0,0,178377.79
West,Weekly,31.8033,-97.0931,1/11/2020 0:00,Conventional,0.724531496,932063.79,302489.15,81979.9,10922.59,369256.22,0,0,0,167415.94
West,Weekly,31.8033,-97.0931,8/11/2020 0:00,Conventional,0.768209666,907501.2,328637.33,88386.95,10305.07,306609.16,0,0,0,173562.7
West,Weekly,31.8033,-97.0931,15/11/2020 0:00,Conventional,0.710278146,1034560.07,315328.36,86498.16,10039.24,447257.87,0,0,0,175436.43
West,Weekly,31.8033,-97.0931,22/11/2020 0:00,Conventional,0.721340004,861697.93,295462.92,102365.19,13662.21,299375.51,0,0,0,150832.1
West,Weekly,31.8033,-97.0931,29/11/2020 0:00,Conventional,0.723691729,686035.48,222487.04,76414.92,10083.81,258147.44,0,0,0,118902.27
West,Weekly,31.8033,-97.0931,6/12/2020 0:00,Conventional,0.72272466,759272.84,263121.31,103173.19,13253.73,249151.63,0,0,0,130572.98
West,Weekly,31.8033,-97.0931,13/12/2020 0:00,Conventional,0.68020404,883706.45,238313.3,96548.6,11744.84,376662.41,0,0,0,160437.3
West,Weekly,31.8033,-97.0931,20/12/2020 0:00,Conventional,0.719857655,871631.25,283367.04,130243.43,15329.79,288753.78,0,0,0,153937.21
West,Weekly,31.8033,-97.0931,27/12/2020 0:00,Conventional,0.68183427,791433.59,240773.41,142926.01,17452.64,257319.38,0,0,0,132962.15
West,Weekly,31.8033,-97.0931,6/01/2020 0:00,Organic,1.208876409,25342.65,1516.38,457.43,1147.36,15660.36,0,0,0,6561.13
West,Weekly,31.8033,-97.0931,12/01/2020 0:00,Organic,1.217953951,23411.63,1045.55,543.63,1798.49,15657.73,0,0,0,4366.23
West,Weekly,31.8033,-97.0931,19/01/2020 0:00,Organic,1.223877999,26856.71,1217.71,567.09,1560.17,18006.58,0,0,0,5505.16
West,Weekly,31.8033,-97.0931,26/01/2020 0:00,Organic,1.315000591,28768.86,1207.89,444.19,1547.69,18580.67,0,0,0,6988.42
West,Weekly,31.8033,-97.0931,2/02/2020 0:00,Organic,1.284993028,24516.24,747.88,501.55,1891.53,14353.11,0,0,0,7022.17
West,Weekly,31.8033,-97.0931,9/02/2020 0:00,Organic,1.314385928,25275.97,903.5,445.58,1861.06,15607.07,0,0,0,6458.76
West,Weekly,31.8033,-97.0931,16/02/2020 0:00,Organic,1.23355218,26289.67,896.91,446.99,1719.76,19515.3,0,0,0,3710.7
West,Weekly,31.8033,-97.0931,23/02/2020 0:00,Organic,1.355092788,25272.35,943.74,561.64,2204.9,17155.95,0,0,0,4406.12
West,Weekly,31.8033,-97.0931,1/03/2020 0:00,Organic,1.436105017,25166.08,523.18,746.91,2873.08,17048.06,0,0,0,3974.84
West,Weekly,31.8033,-97.0931,8/03/2020 0:00,Organic,1.408293903,25614.08,638.3,989.85,2228.17,17925.86,0,0,0,3831.89
West,Weekly,31.8033,-97.0931,15/03/2020 0:00,Organic,1.467263086,28640.72,775.21,606.26,2717.79,19557.96,0,0,0,4983.5
West,Weekly,31.8033,-97.0931,22/03/2020 0:00,Organic,1.438421861,29761.31,694.36,377.64,2572.23,21480.51,0,0,0,4636.58
West,Weekly,31.8033,-97.0931,29/03/2020 0:00,Organic,1.449823212,23485.24,579.6,628.55,2686.33,17117.76,0,0,0,2472.99
West,Weekly,31.8033,-97.0931,5/04/2020 0:00,Organic,1.555815824,25089.41,657.77,834.87,3725.37,16984.67,0,0,0,2886.73
West,Weekly,31.8033,-97.0931,12/04/2020 0:00,Organic,1.795587786,12047.38,1480.06,1007.85,1998.01,5092.11,0,0,0,2469.36
West,Weekly,31.8033,-97.0931,19/04/2020 0:00,Organic,1.498515254,28086.75,1185.38,912.98,2726.63,19811.01,0,0,0,3450.76
West,Weekly,31.8033,-97.0931,26/04/2020 0:00,Organic,1.540012364,25985.46,1001.07,952.02,2980.54,17972.72,0,0,0,3079.1
West,Weekly,31.8033,-97.0931,3/05/2020 0:00,Organic,1.534746951,22978.83,1083.45,865.94,2317.8,15013.56,0,0,0,3698.08
West,Weekly,31.8033,-97.0931,10/05/2020 0:00,Organic,1.431696207,32861.04,908.18,898.28,1921.08,23291.23,0,0,0,5842.27
West,Weekly,31.8033,-97.0931,17/05/2020 0:00,Organic,1.449182219,32705.33,1049.78,1135.23,2416.46,23063.91,0,0,0,5039.95
West,Weekly,31.8033,-97.0931,24/05/2020 0:00,Organic,1.451428073,32871.88,731.79,1133.68,2418.11,24304.61,0,0,0,4283.68
West,Weekly,31.8033,-97.0931,31/05/2020 0:00,Organic,1.429225154,30206.49,936.46,991.87,2004.89,23728.56,0,0,0,2544.71
West,Weekly,31.8033,-97.0931,7/06/2020 0:00,Organic,1.486441322,29732.72,792.68,1012.81,2879.8,22216.16,0,0,0,2831.26
West,Weekly,31.8033,-97.0931,14/06/2020 0:00,Organic,1.428026507,31804.83,836.73,917.39,2513.59,24108.66,0,0,0,3428.46
West,Weekly,31.8033,-97.0931,21/06/2020 0:00,Organic,1.22834314,37050.24,955.54,1069.83,1967.26,28687.31,0,0,0,4370.3
West,Weekly,31.8033,-97.0931,28/06/2020 0:00,Organic,1.245770904,42269.34,698.99,1093.04,3097.26,32858.18,0,0,0,4521.87
West,Weekly,31.8033,-97.0931,5/07/2020 0:00,Organic,1.39616684,33807.72,744.7,964.79,2748.09,25200.66,0,0,0,4149.49
West,Weekly,31.8033,-97.0931,12/07/2020 0:00,Organic,1.678587631,24547.63,791.81,1086.39,2346.6,16142.7,0,0,0,4180.13
West,Weekly,31.8033,-97.0931,19/07/2020 0:00,Organic,1.717451596,22468.74,1604.94,1175.7,2831.44,12950.83,0,0,0,3905.83
West,Weekly,31.8033,-97.0931,26/07/2020 0:00,Organic,1.690420796,22052.45,1099.58,820.23,2425.3,13569.94,0,0,0,4137.4
West,Weekly,31.8033,-97.0931,2/08/2020 0:00,Organic,1.461574377,20714.96,731.79,1081.94,1272.98,13540.41,0,0,0,4087.85
West,Weekly,31.8033,-97.0931,9/08/2020 0:00,Organic,1.672939586,22287.82,701.8,2455.17,1476.47,13342.61,0,0,0,4311.77
West,Weekly,31.8033,-97.0931,16/08/2020 0:00,Organic,1.753918783,19403.73,843.9,2593.97,733.65,11622.98,0,0,0,3609.23
West,Weekly,31.8033,-97.0931,23/08/2020 0:00,Organic,1.683453747,21222.15,899.22,1343.5,1576.06,13346.55,0,0,0,4056.82
West,Weekly,31.8033,-97.0931,30/08/2020 0:00,Organic,1.727501644,18427.62,845.04,1423.25,1570.12,10496.59,0,0,0,4092.63
West,Weekly,31.8033,-97.0931,6/09/2020 0:00,Organic,1.76456129,15396.51,631.35,694.78,2224.41,7671.83,0,0,0,4174.15
West,Weekly,31.8033,-97.0931,13/09/2020 0:00,Organic,1.758871937,18121.87,766.77,854.11,2406.7,10077.38,0,0,0,4016.92
West,Weekly,31.8033,-97.0931,20/09/2020 0:00,Organic,1.671161783,20183.37,719.98,605.8,2504.69,11686.76,0,0,0,4666.14
West,Weekly,31.8033,-97.0931,27/09/2020 0:00,Organic,1.366778719,26590.6,636.49,497.57,2378.81,18248.74,0,0,0,4829
West,Weekly,31.8033,-97.0931,4/10/2020 0:00,Organic,1.291436612,33310.74,723.92,632.14,2131.52,22178.1,0,0,0,7645.06
West,Weekly,31.8033,-97.0931,11/10/2020 0:00,Organic,1.251987806,27130.91,601.69,932.74,2341.82,18251.1,0,0,0,5003.56
West,Weekly,31.8033,-97.0931,18/10/2020 0:00,Organic,1.484880951,13223.23,711.14,589.36,1647.14,6870.81,0,0,0,3404.78
West,Weekly,31.8033,-97.0931,25/10/2020 0:00,Organic,1.229068047,20978.02,661.75,439.31,1640.89,14712.6,0,0,0,3523.48
West,Weekly,31.8033,-97.0931,1/11/2020 0:00,Organic,1.19127604,30906.93,738.62,522.86,2268.85,22234.93,0,0,0,5141.68
West,Weekly,31.8033,-97.0931,8/11/2020 0:00,Organic,1.27094163,19854.86,686.13,656.43,1808.31,12692.79,0,0,0,4011.2
West,Weekly,31.8033,-97.0931,15/11/2020 0:00,Organic,1.166401574,26624.42,589.56,572.76,2025.6,19394.55,0,0,0,4041.95
West,Weekly,31.8033,-97.0931,22/11/2020 0:00,Organic,1.17235462,23239.82,914.02,648.02,1594.01,16286.55,0,0,0,3797.21
West,Weekly,31.8033,-97.0931,29/11/2020 0:00,Organic,1.213882467,21593.83,1164.45,586.87,1495.11,15040.86,0,0,0,3306.54
West,Weekly,31.8033,-97.0931,6/12/2020 0:00,Organic,1.201798507,24978.46,1617.16,601.48,2096.27,17393.12,0,0,0,3270.43
West,Weekly,31.8033,-97.0931,13/12/2020 0:00,Organic,1.187737804,25796.11,1097.29,509.13,1524.34,17499.56,0,0,0,5165.79
West,Weekly,31.8033,-97.0931,20/12/2020 0:00,Organic,1.267339556,20273.01,1031.12,462.78,1822.18,12150.21,0,0,0,4806.73
West,Weekly,31.8033,-97.0931,27/12/2020 0:00,Organic,1.076085713,23915.08,1148.16,449.85,1618.54,16907.76,0,0,0,3790.77
