Geography,Timeframe,Lat,Lng,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Southeast,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Organic,1.0734595,434526.48,1712.87,6501.9,11.69,348372.87,339675.19,1306.16,0,77927.15
Southeast,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Organic,1.01686509,415043.99,1456.45,6071.83,22.53,359550.56,350453.05,1714.2,0,47942.62
Southeast,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Organic,1.038007833,417005.29,1357.36,6992.76,11.29,342818.96,333770.82,1484.99,0,65824.93
Northern New England,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Conventional,0.937388466,647812.66,14443.16,515104.23,85.52,65566.54,50425.17,14717.46,3.68,52613.2
Northern New England,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Organic,1.804586444,14617.1,48.38,541.84,0,12526.54,12334.75,0,0,1500.33
Northern New England,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Conventional,1.12514792,536667.79,13147.45,363105.2,66.84,98526.87,84617.35,13544.54,0,61821.43
Northern New England,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Organic,1.794609081,18415.05,112.91,700.14,0,15599.05,15524.11,0,0,2002.95
Northern New England,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Conventional,1.125189622,553072.59,15763.13,370337.91,84.95,112486.29,71384.8,40891.38,0,54400.31
Northern New England,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Organic,1.818500218,17579.59,82.85,599.3,0,14863.61,14785.26,0,0,2033.82
Northern New England,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Conventional,0.910299432,670659.88,16272.18,531793.7,113.3,82576.12,64284.75,18139.75,0,39904.58
Northern New England,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Organic,1.719153463,18573.75,51.46,565.23,0,15812.72,15810.02,0,0,2144.34
Northern New England,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Conventional,0.9196036,525443.41,13943.04,380073.7,113.77,82315.11,66114.44,15974.31,0,48997.79
Northern New England,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Organic,1.457145682,34852.63,105.82,646.16,0,32218.17,32172.39,0,0,1882.48
Northern New England,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Conventional,0.879488582,737615.85,15970.1,569085.96,111.1,76273.97,64112.73,12006.36,0,76174.72
Northern New England,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Organic,1.552478142,19335.5,61.24,624.18,0,16841.59,16804.31,0,0,1808.49
Northern New England,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Conventional,0.994154605,609573.23,13703.16,393801.87,97.34,76545.86,62646.18,13777.39,3.15,125425
Northern New England,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Organic,1.64130727,18737.98,66.79,563.37,0,16304.51,16237.87,0,0,1803.3
Northern New England,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Conventional,1.070293388,514781.37,13044.24,348373.72,100.19,84275.71,70304.82,13779.69,15.75,68987.52
Northern New England,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Organic,1.69130667,16662.55,43.2,545.03,0,14284.88,14230.77,0,0,1789.44
Northern New England,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Conventional,1.109980881,491222.65,12461.42,344956.17,106.49,85950.55,70093.07,15625.81,3.15,47748.01
Northern New England,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Organic,1.807804241,17980.02,26.38,706.31,0,14963.97,14884.57,0,0,2283.36
Northern New England,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Conventional,1.068348713,542878.24,16095.37,365736,185.36,108027.21,92205.02,15524.36,0,52834.31
Northern New England,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Organic,1.828615745,19117.07,70.66,578.29,0,16350.62,16251.99,0,0,2117.5
Northern New England,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Conventional,1.052064496,547687.87,13955.02,358218.09,76.23,102683.66,88755.73,13604.09,0,72754.88
Northern New England,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Organic,1.774662005,18845.17,120.37,612.13,0,16248.89,16219.84,0,0,1863.77
Northern New England,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Conventional,0.974750985,623806.95,11747.51,468189.99,135.37,94049.81,75151.91,18606.55,0,49684.27
Northern New England,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Organic,1.794783201,19215.7,100.51,592.99,0,16717.01,16641.81,0,0,1805.18
Northern New England,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Conventional,1.098299599,525478.96,37794.42,318696,187.69,90902.48,78537.62,11838.48,0,77898.38
Northern New England,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Organic,1.844709548,17852.35,57.77,606.34,0,15359.98,15260.1,0,0,1828.26
Northern New England,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Conventional,1.151344866,556985.3,63890.32,344315.67,85.74,105650.9,86239.67,18945.79,0,43042.66
Northern New England,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Organic,1.926763089,18204.1,96.16,537.18,0,15378.59,15322.31,0,0,2192.17
Northern New England,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Conventional,1.098731019,580105.98,86905.68,372409.61,134.91,77327.89,70102.34,6999.33,0,43327.89
Northern New England,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Organic,1.934206375,15787.5,51.03,502.51,0,13549.93,13474.39,0,0,1684.03
Northern New England,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Conventional,1.154073985,548300.74,82579.87,329645.59,193.11,86337.92,79443.52,3657.54,2877.53,49544.24
Northern New England,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Organic,1.907358796,18897.97,59.03,666.17,12.16,16399.18,16351.37,0,0,1761.43
Northern New England,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Conventional,1.114587945,545124.02,83929.43,314151.27,49.42,103923.89,98934.97,3724.48,885.68,43070.02
Northern New England,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Organic,2.001347622,17028.17,53.76,644.3,5.4,14548.18,14475.84,0,3.15,1776.53
Northern New England,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Conventional,1.147696262,529290.14,88646.85,309792.04,117.99,87149.18,80791.73,6007.05,25.73,43584.08
Northern New England,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Organic,2.053657845,18182.08,31.86,726.43,0,15152.02,15136.56,0,0,2271.76
Northern New England,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Conventional,0.980596771,708985.81,133429.36,411365.57,162.01,77292.7,71111.86,5635.35,0,86736.17
Northern New England,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Organic,2.076187269,17610.52,47.39,584.65,0,14588.48,14508.96,0,0,2390
Northern New England,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Conventional,1.144433237,500900.27,95356.25,278584.41,123.65,83945.79,77456.84,6070.05,0,42890.17
Northern New England,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Organic,2.072917103,16681.48,74.22,449.33,0,14111.59,14091.97,0,0,2046.34
Northern New England,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Conventional,1.214069018,536796.37,123344.02,265690.48,110.51,97727.67,91317.96,5826.71,0,49923.69
Northern New England,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Conventional,1.047098932,614863.39,147492.77,342253.01,99.18,88430.62,81231.78,6176.38,0,36587.81
Northern New England,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Conventional,1.246122504,544408.36,115927.1,294594.93,82.1,88262.7,77077.55,10408.91,0,45541.53
Northern New England,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Conventional,1.128653081,581029.75,103126.14,293713.43,69.66,103924.21,91285.03,12200.79,0,80196.31
Northern New England,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Organic,2.086103278,17327.73,79.68,426.57,0,14543.83,14439.66,0,0,2277.65
Northern New England,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Organic,2.101906919,16352.65,72.33,526.46,0,13736.93,13618.93,0,0,2016.94
Northern New England,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Organic,2.080695939,18460.94,89.17,520.28,0,15863.15,15743.84,0,0,1988.35
Northern New England,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Organic,2.03334766,17084.73,112.42,395.43,0,14688.45,14635.11,0,0,1888.43
Northern New England,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Conventional,1.210755999,535946.7,144097.13,244475.45,12.88,100053.51,79539.45,1176.13,4195.8,47307.73
Northern New England,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Conventional,1.253221429,580998.24,152577.95,286365.67,27.41,88106.69,83713.7,13.78,3861.9,53920.52
Northern New England,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Conventional,1.106823488,626270.83,182125.81,322306.46,34.24,77676.22,73429.42,94.5,3641.4,44128.09
Northern New England,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Conventional,1.260663029,534086.89,133148.73,271953.02,37.56,84409.56,80049.1,812.7,2904.3,44538.03
Northern New England,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Organic,2.289592961,14513.7,0,0,0,11997.36,11858.27,0,0,2516.34
Northern New England,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Organic,2.218214689,17212.55,0,0,0,14298.99,14098.68,0,3.15,2913.56
Northern New England,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Organic,2.261267619,12562.79,0,0,0,10950.64,10932.28,0,0,1612.15
Northern New England,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Organic,2.025363204,15921.25,0,0,0,14202.54,14136.65,0,0,1718.71
Northern New England,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Conventional,0.988914145,623236.76,102653.79,392645.49,3.78,89926.76,70604.41,437.05,1334.42,38006.94
Northern New England,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Conventional,1.168872362,471773.06,91312.12,223508.56,10.39,116107.57,85243.34,1845.9,1643.12,40834.42
Northern New England,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Conventional,1.174949103,519516.99,140356.35,224207.65,13.46,113927.36,94846.14,266.96,4003.26,41012.17
Northern New England,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Conventional,1.174527244,551303.8,147460.63,237887.23,9.71,125205.33,80166.9,1489.56,4674.6,40740.9
Northern New England,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Organic,2.080817364,19567.48,77.59,450.92,0,17578.91,15911.59,1491.13,0,1460.07
Northern New England,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Organic,2.167889061,21736,188.16,779.51,2.69,17853.97,15557.63,2103.02,0,2911.68
Northern New England,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Organic,2.105181706,18837.2,146.73,714.8,0,15882.89,15292.64,449.27,0,2092.78
Northern New England,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Organic,2.160696998,18089.58,104.75,566.22,0,15181.83,12112.32,2985.02,0,2236.77
Northern New England,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Conventional,1.174533876,424391.82,44158.08,243874.37,12.92,95852.2,83880.02,1015.09,333.9,40494.24
Northern New England,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Conventional,0.938614816,621596.61,66834.99,409663.96,10.33,86682.62,65882.73,2249.1,2028.6,58404.71
Northern New England,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Conventional,1.209690285,463313.72,49826.49,278468.99,10.49,94671.34,76769.67,2266.03,3422.08,40336.41
Northern New England,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Conventional,1.205541495,453008.17,62539.52,258348.97,6.61,98176.02,87128.91,3320.89,1319.06,33937.05
Northern New England,Weekly,#FIELD!,#FIELD!,5/09/2021 0:00,Organic,2.112210022,18596.95,95.11,486.28,0,15934.17,12840.21,2951.94,3.15,2081.38
Northern New England,Weekly,#FIELD!,#FIELD!,29/08/2021 0:00,Organic,2.103794592,15811.74,53.65,382.26,0,13858.14,10846.08,2872.01,0,1517.69
Northern New England,Weekly,#FIELD!,#FIELD!,22/08/2021 0:00,Organic,1.973908355,20135.95,114.06,475.01,0,17539.23,14093.34,3271.67,0,2007.65
Northern New England,Weekly,#FIELD!,#FIELD!,15/08/2021 0:00,Organic,2.17676087,18362.22,134.94,571.86,0,14395.19,12174.86,2094.75,0,3260.24
Northern New England,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Conventional,1.296512864,400572.43,94094.89,197249.16,14.42,74334.27,73502.81,96.86,13.78,34879.69
Northern New England,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Conventional,1.283143566,358028.19,79948.5,190942.41,15.06,70080.15,66310.21,1714.78,1347.81,17042.08
Northern New England,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Conventional,1.248428048,382202.72,78960.41,207457.2,27.52,67868.8,65823.54,893.81,436.67,27888.8
Northern New England,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Conventional,1.225632329,398536.58,49811.61,238391.71,21.91,77065.86,67151.88,3622.11,63,33245.49
Northern New England,Weekly,#FIELD!,#FIELD!,3/10/2021 0:00,Organic,2.114028063,12462.02,92.59,436.12,0,9965.81,9691.01,237.04,0,1967.5
Northern New England,Weekly,#FIELD!,#FIELD!,26/09/2021 0:00,Organic,2.191327358,14382.84,136.94,457.3,0,11684.76,11135.34,463.05,3.15,2103.85
Northern New England,Weekly,#FIELD!,#FIELD!,19/09/2021 0:00,Organic,2.170903951,15668.45,102.45,458.54,0,13190.85,10851.11,2191.22,9.45,1916.62
Northern New England,Weekly,#FIELD!,#FIELD!,12/09/2021 0:00,Organic,2.174167896,15398.73,53.77,406.18,0,12813.79,10697.99,2009.31,0,2124.99
Northern New England,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Conventional,1.300076741,410999.83,116204.57,183093.96,24.29,69628.98,68538.02,544.16,0,42048.02
Northern New England,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Conventional,1.309611816,407331.93,113932.2,174130.75,6.62,80653.2,79599.45,461.47,0,38609.17
Northern New England,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Conventional,1.312723973,418754.4,107862.42,193500.65,36.14,75959.88,73262.09,2148.3,2.76,41395.32
Northern New England,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Conventional,1.323674854,400599.1,99798.99,194158.19,12.78,70164.8,66360.97,3217.33,19.29,36464.33
Northern New England,Weekly,#FIELD!,#FIELD!,31/10/2021 0:00,Organic,1.903298173,15365.98,87.52,355.98,0,13174.55,12795.37,272.87,0,1747.94
Northern New England,Weekly,#FIELD!,#FIELD!,24/10/2021 0:00,Organic,2.132531825,13638.49,103.17,443.03,0,11045.18,10084.99,854.44,0,2047.11
Northern New England,Weekly,#FIELD!,#FIELD!,17/10/2021 0:00,Organic,2.127904491,14100.1,94.19,501.87,0,11342.94,10116.51,1221.02,0,2161.11
Northern New England,Weekly,#FIELD!,#FIELD!,10/10/2021 0:00,Organic,2.15373533,13076.13,73.88,484.93,0,9983.68,8348.02,1626.19,0,2533.64
Northern New England,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Conventional,1.346973473,334740.33,99036.05,134178.09,9.76,64790.51,64359.34,6.3,0,36725.93
Northern New England,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Conventional,1.262600734,404932.02,117994.67,163969.13,17.05,85750.81,85168.36,7.48,0,37200.36
Northern New England,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Conventional,1.21483123,453673.02,122548.14,172368.04,25.71,121835.02,121234.73,19.69,0,36896.12
Northern New England,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Conventional,1.02084658,530658.49,175686.23,247664.92,16.06,68235.86,67401.39,163.01,0,39055.41
Northern New England,Weekly,#FIELD!,#FIELD!,28/11/2021 0:00,Organic,2.089380332,10715.05,148.3,395.99,0,8966.35,8944.56,0,0,1204.42
Northern New England,Weekly,#FIELD!,#FIELD!,21/11/2021 0:00,Organic,2.056634736,12068.69,193.38,427.86,0,10090.46,10056.8,0,0,1356.99
Northern New England,Weekly,#FIELD!,#FIELD!,14/11/2021 0:00,Organic,2.045557323,13965.27,142.01,406.87,0,11730.2,11692.79,0,0,1686.19
Northern New England,Weekly,#FIELD!,#FIELD!,7/11/2021 0:00,Organic,2.095042201,12037.07,84.76,398.16,0,10005.71,9878.23,38.59,0,1548.43
Plains,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Conventional,0.785545678,2371391.81,690005.8,788953.19,1405.99,559893.79,462143.15,41676.91,44420.12,331133.04
Plains,Weekly,#FIELD!,#FIELD!,4/01/2021 0:00,Organic,1.405435215,44473.78,6762.16,2501.92,51.73,30107.74,28343.33,1747.83,3.15,5050.24
Plains,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Conventional,0.919398298,2216093.34,687114.6,520059.31,1873.6,665250.67,561249.32,40150.61,51883.4,341795.17
Plains,Weekly,#FIELD!,#FIELD!,10/01/2021 0:00,Organic,1.37468799,52136.03,8105.45,2168.16,13.74,34838.98,31661.33,3136,0,7009.69
Plains,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Conventional,0.859684495,2277500.29,676015.66,611130.23,1551.24,681672.53,569971.88,45285.82,50814.36,307130.65
Plains,Weekly,#FIELD!,#FIELD!,17/01/2021 0:00,Organic,1.328390594,52457.77,7155.38,2473.25,27.55,36182.94,35541.38,588.8,9.45,6618.63
Plains,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Conventional,0.928236379,2205793.85,667821.42,527823.55,1784.09,670831.36,558112.06,43315.69,51742,337533.43
Plains,Weekly,#FIELD!,#FIELD!,24/01/2021 0:00,Organic,1.402707548,45474.84,6602.02,2358.27,15.61,32814.42,32341.8,450.72,0,3684.53
Plains,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Conventional,0.947362538,2110768.72,626503.96,483496.36,1451.66,669632.44,553341.61,45538.31,53033.25,329684.29
Plains,Weekly,#FIELD!,#FIELD!,31/01/2021 0:00,Organic,1.394291227,46539.82,7258.01,2044.52,24.09,31146.67,30623.04,503.32,0,6066.53
Plains,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Conventional,0.834592352,2819024.83,830626.15,860114.42,1661.57,764404,617475.89,46263.72,56614,362218.7
Plains,Weekly,#FIELD!,#FIELD!,7/02/2021 0:00,Organic,1.37517328,47808.32,7154.91,2569.53,10.32,31727.49,31388.46,320.57,0,6346.07
Plains,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Conventional,0.89147778,2151095.44,691439.64,483652.85,1257.83,669974.5,529426.56,37370.77,51184.28,304770.61
Plains,Weekly,#FIELD!,#FIELD!,14/02/2021 0:00,Organic,1.362677616,45383.13,6653.84,1801.82,17.16,31241.52,30782.67,443.98,3.15,5668.79
Plains,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Conventional,0.894770416,2038537.26,653938.76,521844.46,1367.79,607305.02,494592.94,30921.1,43924.72,254081.22
Plains,Weekly,#FIELD!,#FIELD!,21/02/2021 0:00,Organic,1.298891498,56856.53,16809.4,3268.19,6.83,30172.68,29641.69,527.66,0,6599.42
Plains,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Conventional,0.899749186,2062042.32,601358.58,484828.03,1515.44,664373.18,562947.47,31599.4,47749.45,309967.09
Plains,Weekly,#FIELD!,#FIELD!,28/02/2021 0:00,Organic,1.438538215,51517.01,9852.12,4879.91,11.66,29437.09,28935.51,488.06,0,7336.23
Plains,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Conventional,0.955722287,2130430.51,609375.01,509014.14,1177.25,690453.19,573520.47,38466.42,55827,320410.91
Plains,Weekly,#FIELD!,#FIELD!,7/03/2021 0:00,Organic,1.309703744,73986.36,11132.27,26488.07,17.08,30149.15,29534.43,609.69,0,6199.78
Plains,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Conventional,0.974796149,2074424.03,644079.7,457935.88,1583.73,688066.67,570587.43,38499.55,55321.6,282758.04
Plains,Weekly,#FIELD!,#FIELD!,14/03/2021 0:00,Organic,1.510564386,60818.14,8042.56,10478.5,15.32,36401.28,32498.46,3894.46,0,5880.47
Plains,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Conventional,0.927741457,2147499.45,600622.01,580699.45,1804.13,640642.27,524700.44,37275.03,54906.71,323731.59
Plains,Weekly,#FIELD!,#FIELD!,21/03/2021 0:00,Organic,1.34420504,59211.83,16539.02,4107.66,3.4,33599.59,29340.74,4240.63,0,4962.16
Plains,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Conventional,1.089059283,2047905.65,602617.44,433872.5,1368.73,657854.31,546921.31,34769.15,54342.26,352192.67
Plains,Weekly,#FIELD!,#FIELD!,28/03/2021 0:00,Organic,1.456011771,51269.39,10496.16,1708.34,13.54,33736.35,30966.14,2740.65,3.15,5315
Plains,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Conventional,1.154849577,2030794.04,599218.85,399475.29,1240.75,694012.64,570891.44,40189.78,58219.08,336846.5
Plains,Weekly,#FIELD!,#FIELD!,4/04/2021 0:00,Organic,1.556201838,50862.29,8400.19,1905.56,62.47,34084.24,33110.98,968.28,0,6409.83
Plains,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Conventional,1.097260146,2084420.57,640722.06,457798.71,1511.06,628578.05,499707.41,42566.35,58171.06,355810.7
Plains,Weekly,#FIELD!,#FIELD!,11/04/2021 0:00,Organic,1.592963791,49846.94,9467.65,2032.82,10.1,33182.75,32358.49,807.6,0,5153.62
Plains,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Conventional,1.172588182,2056873.61,625400.93,409920.47,1415.13,642390.38,504500.65,63083.61,41790.66,377746.7
Plains,Weekly,#FIELD!,#FIELD!,18/04/2021 0:00,Organic,1.594385445,51255.8,10201.91,1787.5,25.24,34491.99,33752.31,719.9,0,4749.16
Plains,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Conventional,1.205224159,1961028.27,571329.21,420075.4,1550.94,634937.06,513218.8,84129.29,7351.13,333135.66
Plains,Weekly,#FIELD!,#FIELD!,25/04/2021 0:00,Organic,1.680399836,53670.1,9778.84,2455.34,33.67,36041.64,35326.39,692.15,3.15,5360.62
Plains,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Conventional,1.115925702,2254852.39,695697.46,528356.72,1500.15,641187.35,478242.51,42880.07,43019.24,388110.71
Plains,Weekly,#FIELD!,#FIELD!,2/05/2021 0:00,Organic,1.690768122,50765.18,9063.33,2302.17,37.56,33511.56,30857.87,2633.75,0,5850.55
Plains,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Conventional,1.081011289,2309211.88,676176.62,565975.76,1649.61,660214.91,513790.34,43144.09,55485.13,405194.98
Plains,Weekly,#FIELD!,#FIELD!,9/05/2021 0:00,Organic,1.698571009,47959.95,8032.68,2502.45,68.39,31072.2,30377.29,681.75,0,6284.23
Plains,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Conventional,1.145254434,1929268.9,552290.01,426632.48,1615.56,621779.64,510872.37,40766.18,52253.38,326951.21
Plains,Weekly,#FIELD!,#FIELD!,16/05/2021 0:00,Organic,1.830041801,47085.5,6906.93,13897.95,18.62,21140.57,20599.78,539.15,0,5121.41
Plains,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Conventional,1.157876484,2088546.67,617535.61,445627.99,12439.8,643206,487298.95,44030.7,54994.37,369737.26
Plains,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Conventional,1.171497007,2055335.71,596853.93,455115,5792.43,623252.82,476551.72,41094.37,54324.67,374321.53
Plains,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Conventional,1.110484798,2055573.04,601024.52,461874.51,1642.91,633941.9,484576.46,45211.18,55102.64,357089.2
Plains,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Conventional,1.150509251,1989535.62,595000.44,390749.58,2408.66,650075.39,499740.92,45313.72,53153.62,351301.55
Plains,Weekly,#FIELD!,#FIELD!,13/06/2021 0:00,Organic,1.79947884,47770.98,8037.42,2366.21,16.99,32252.14,23696.47,578.23,3.15,5098.22
Plains,Weekly,#FIELD!,#FIELD!,6/06/2021 0:00,Organic,1.81454759,47287.09,7904.23,2296.24,50.51,32690.5,23674.71,594.2,0,4345.61
Plains,Weekly,#FIELD!,#FIELD!,30/05/2021 0:00,Organic,1.759227167,48259.31,7899.77,2214.5,21.96,32894.25,23797.15,657.83,0,5228.83
Plains,Weekly,#FIELD!,#FIELD!,23/05/2021 0:00,Organic,1.77852481,46804.34,8606.08,4482.67,49.29,27739.26,18322.38,627.96,0,5927.03
Plains,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Conventional,0.982775183,2252549.63,676068.84,530501.01,1757.45,663546.82,450347.07,98847.93,51576.95,380675.51
Plains,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Conventional,1.049632314,2384515.4,762366.25,524235.53,2087.28,687607.08,470767.04,100386.44,50873.24,408219.26
Plains,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Conventional,1.064643641,2166584.54,724859.07,462660.53,1612.39,603327.55,450472.13,43880.78,48610.79,374125.01
Plains,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Conventional,1.117167722,2102503.9,630895.62,456900.58,2558.17,652996.75,482833.78,47742.76,50023.79,359152.77
Plains,Weekly,#FIELD!,#FIELD!,11/07/2021 0:00,Organic,1.578189257,27298.93,0,0,0,22378.04,13869.19,687.39,0,4920.89
Plains,Weekly,#FIELD!,#FIELD!,4/07/2021 0:00,Organic,1.597167273,38788.14,0,0,0,33592.86,25398.62,492.49,0,5195.28
Plains,Weekly,#FIELD!,#FIELD!,27/06/2021 0:00,Organic,1.607738192,37740.69,0,0,0,32358.99,23839.91,612.58,6.3,5381.7
Plains,Weekly,#FIELD!,#FIELD!,20/06/2021 0:00,Organic,1.593252856,38296.13,0,0,0,33113.37,23395.5,563.97,9.45,5182.77
Plains,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Conventional,1.080662235,1876894.58,589730.82,390131.17,1329.85,512034.09,324516.56,92815.39,38227.58,383668.65
Plains,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Conventional,1.058105826,1923428.02,558630.68,414716.34,1470.39,612525.69,374793.81,127981.7,53548.99,336084.92
Plains,Weekly,#FIELD!,#FIELD!,25/07/2021 0:00,Conventional,0.98073914,2144165.72,618778.23,477880.7,1493.2,661472.46,406650.18,136660.71,55194.92,384541.12
Plains,Weekly,#FIELD!,#FIELD!,18/07/2021 0:00,Conventional,0.993770077,2146361.14,646556.72,394956.84,1939.65,684787.59,451943.55,113530.47,49962.38,418120.34
Plains,Weekly,#FIELD!,#FIELD!,8/08/2021 0:00,Organic,1.556457098,54409.22,7750.17,1872.41,76.32,39213.28,29904.63,1131.25,6.3,5497.04
Plains,Weekly,#FIELD!,#FIELD!,1/08/2021 0:00,Organic,1.666985847,47123.73,7603.66,1723.78,54.37,31966.36,23519.29,1069.78,0,5775.56
