Geography,Timeframe,Lat,Lng,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Southeast,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Organic,1.113268308,522776.25,3114.14,7259.12,60.83,443603.76,,,,68738.4
Southeast,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Conventional,1.395327379,4550269.84,2059590.04,154223.55,1744.89,1086758.18,,,,1247953.18
Southeast,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Conventional,1.424417807,4535247.31,1985179.89,151257.48,1702.68,1098545.55,,,,1298561.72
Southeast,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Conventional,1.407883522,4418421.5,2004506.05,150479.21,1843.54,1089455.04,,,,1172137.65
Southeast,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Conventional,1.423975586,4334045.74,2042387.36,138372.61,2041.28,1041316.6,,,,1109927.89
Southeast,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Organic,1.253751076,580122.89,2246.27,8027.31,122.5,492975.01,,,,76751.8
Southeast,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Organic,1.269827242,577950.57,2061.7,7495.97,87.11,479817.57,,,,88488.21
Southeast,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Organic,1.284673698,504765.05,1216.36,7653.5,46.11,392345.86,,,,103503.23
Southeast,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Organic,1.213337131,612211.65,3232.51,6456.24,70.96,484093.9,,,,118358.04
Southeast,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Conventional,1.459607791,4507279.23,1949041.77,150004.01,1978.36,1155965.69,,,,1250289.41
Southeast,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Conventional,1.419013662,4606777.79,2021211.12,148919.98,2265.3,1166421.35,,,,1267960.04
Southeast,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Conventional,1.385820856,4633094.69,2042619.79,144054.96,1712.35,1112757.81,,,,1331949.77
Southeast,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Conventional,1.39131496,4509569.33,2019360.54,150079.28,1796.13,1106653.77,,,,1231679.61
Southeast,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Organic,1.30490056,587940.69,2296.38,7452.08,212.75,490601.34,,,,87378.13
Southeast,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Organic,1.283786643,622702.01,2479.25,8198.39,77.01,519172.12,,,,92775.24
Southeast,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Organic,1.257528693,650312.85,2399.84,8359.68,144.59,551986.99,,,,87421.75
Southeast,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Organic,1.270234754,619785.04,2583.53,7003.49,170.36,525465.6,,,,84562.06
Total U.S.,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Conventional,1.277267829,36908851.02,10791338.84,5120980.55,506509.29,9976787.1,,,,10513235.25
Total U.S.,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Conventional,1.257778635,38894988.83,11688315.32,5112327.68,393857.85,10799932,,,,10900555.99
Total U.S.,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Conventional,1.176644652,38256766.59,11077149.65,5607291.1,434685.82,10185070.84,,,,10952569.19
Total U.S.,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Conventional,1.064395452,39973058.96,11396848.31,6244354.74,687937.09,9921615.62,,,,11722303.47
Total U.S.,Weekly,#FIELD!,#FIELD!,23/01/2022 0:00,Organic,1.554277835,2176556.99,129479.65,103121.23,221.34,1386022.28,,,,557712.48
Total U.S.,Weekly,#FIELD!,#FIELD!,16/01/2022 0:00,Organic,1.566260346,2205369.47,103329.87,104259.32,159.99,1402771.83,,,,594848.46
Total U.S.,Weekly,#FIELD!,#FIELD!,9/01/2022 0:00,Organic,1.528190877,2233080.32,98565.57,109056.7,416.46,1422561.98,,,,602479.6
Total U.S.,Weekly,#FIELD!,#FIELD!,3/01/2022 0:00,Organic,1.571302246,1987395.13,91929.85,101722.16,208.19,1157024.68,,,,636510.25
Total U.S.,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Conventional,1.267861161,39203751.21,12621519.95,4625470.94,405050,10208384.07,,,,11343325.95
Total U.S.,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Conventional,1.204103185,49231043.1,16101355.86,6333174.49,713393.08,11936543.73,,,,14146575.95
Total U.S.,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Conventional,1.291612779,37847388.64,11111961.29,4830714.93,363835.5,10674945.29,,,,10865931.62
Total U.S.,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Conventional,1.255706454,39697673.04,11981118.11,5610789.77,449663.83,10158670.26,,,,11497431.08
Total U.S.,Weekly,#FIELD!,#FIELD!,20/02/2022 0:00,Organic,1.651833399,1904817.63,78554.73,90923.09,329.82,1310654.83,,,,424355.17
Total U.S.,Weekly,#FIELD!,#FIELD!,13/02/2022 0:00,Organic,1.609026768,1994898.3,79653.72,101855.4,246.08,1391794.5,,,,421348.61
Total U.S.,Weekly,#FIELD!,#FIELD!,6/02/2022 0:00,Organic,1.625537195,2046824.98,85530.67,106848.96,329.41,1366381.96,,,,487733.98
Total U.S.,Weekly,#FIELD!,#FIELD!,30/01/2022 0:00,Organic,1.569661128,2193923.83,105230.21,103896.34,201.73,1441027.1,,,,543568.44
Total U.S.,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Conventional,1.38087506,35166341.83,10740669.2,4107217.52,332876.95,9555696.87,,,,10429881.29
Total U.S.,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Conventional,1.389018878,35957806.78,10573570.02,4350744.33,312982.34,9498295.65,,,,11222214.44
Total U.S.,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Conventional,1.385604875,34802944.39,10073051.3,4415784.11,294712.09,9705505.1,,,,10313891.79
Total U.S.,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Conventional,1.346962455,36864811.15,11132731.84,4978426.61,378441.84,9797240.69,,,,10577970.17
Total U.S.,Weekly,#FIELD!,#FIELD!,20/03/2022 0:00,Organic,1.706365205,1999143.1,71963.38,91871.8,287.35,1335183.91,,,,499836.66
Total U.S.,Weekly,#FIELD!,#FIELD!,13/03/2022 0:00,Organic,1.713889435,2031615.67,69810.62,90794.17,296.95,1351471,,,,519242.93
Total U.S.,Weekly,#FIELD!,#FIELD!,6/03/2022 0:00,Organic,1.680935566,1867890.87,67119.29,96259.66,190.59,1194764.22,,,,509557.12
Total U.S.,Weekly,#FIELD!,#FIELD!,27/02/2022 0:00,Organic,1.623449209,2022966.5,71119.01,93599.86,217.13,1341780.36,,,,516250.15
Total U.S.,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Conventional,1.45606756,35333544.64,10006322.95,3992700.89,235898.71,10737504.74,,,,10361117.36
Total U.S.,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Conventional,1.368138625,37594886.53,10917582.23,4116272.21,265073.38,11102565.37,,,,11193393.33
Total U.S.,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Conventional,1.389597908,36631605.62,10709880.91,4529176.74,255128.95,9892407.59,,,,11245011.43
Total U.S.,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Conventional,1.417582811,36833712.88,11239153.13,4480617.97,314451.88,9815562.16,,,,10983927.75
Total U.S.,Weekly,#FIELD!,#FIELD!,17/04/2022 0:00,Organic,1.774313713,2073388.73,98894.63,93306.07,412.89,1366905.16,,,,513869.98
Total U.S.,Weekly,#FIELD!,#FIELD!,10/04/2022 0:00,Organic,1.734692454,2135495.11,84439.07,107442.51,315.94,1417980.89,,,,525316.71
Total U.S.,Weekly,#FIELD!,#FIELD!,3/04/2022 0:00,Organic,1.70100414,2180929.28,73724.5,107346.93,306.77,1495281.89,,,,504269.19
Total U.S.,Weekly,#FIELD!,#FIELD!,27/03/2022 0:00,Organic,1.712727224,2062180.86,73187.08,90293.07,308.58,1410866.15,,,,487525.98
